Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Sapient,Information Technology And Services,"Basel, Basel-City, Switzerland",Switzerland,4793.2085,Computer Training,2020,104.50901,65.58579,69.71401,80.3182
Merrill Lynch,Financial Services,"Fourways, Gauteng, South Africa",South Africa,20597.525,Capital Restructuring,2020,164.38354,54.692463,96.739494,55.417763
Centura Health,Hospital & Health Care,"Kraków, Lesser Poland Voivodeship, Poland",Poland,5405.0054,Mental health care,2020,105.07429,86.8856,109.62663,89.83188
Teradata,Information Technology And Services,"Baiyu, Xizang, China",China,4382.796,Managed Print Services,2020,47.493973,66.96982,81.76131,59.06896
Navy Federal Credit Union,Financial Services,"Vicente Lopez, Buenos Aires, Argentina",Argentina,6153.6934,Wealth Management,2020,170.23582,59.430702,259.05673,89.174995
Citi,Financial Services,"Genève, Geneva, Switzerland",Switzerland,96344.61, Portfolio Management,2020,254.58482,57.68405,101.43071,56.523575
Uchealth,Hospital & Health Care,"Şişli, Istanbul, Turkey",Turkey,7483.0093,X ray/radiology services,2020,104.39791,79.44627,205.10977,88.10871
Ultimate Software,Computer Software,"Munich, Bavaria, Germany",Germany,4104.918,Personal Productivity Software,2020,62.577843,49.60244,275.12842,99.29444
Quicken Loans,Financial Services,"Lysaker, Akershus, Norway",Norway,9483.715, Portfolio Management,2020,163.40791,0.5605705,277.39505,0.3699821
Willis Towers Watson,Financial Services,"Zabierzow Bochenski, Malopolskie, Poland",Poland,28982.148,Capital Restructuring,2020,138.20393,1.5577011,200.69014,76.52044
Gm Financial,Financial Services,"Houten, Utrecht, Netherlands",Netherlands,5975.2954,Tax/Audit Consulting,2020,178.03488,63.421227,137.83469,98.46107
"Realpage, Inc.",Computer Software,"Gloucester, Gloucestershire, United Kingdom",United Kingdom,1894.7125,Application Software,2020,44.158737,78.26803,2.8220303,83.751686
Voya Financial,Financial Services,"Zabierzow Bochenski, Malopolskie, Poland",Poland,1917.1171,Insurance,2020,157.47025,69.58287,84.554375,101.226234
Damac Properties,Real Estate,"Augsburg, Bayern, Germany",Germany,3244.2727,Property consultants,2020,119.18698,81.30325,125.38488,90.243225
International Sos,Hospital & Health Care,"Reeuwijk, Zuid-Holland, Netherlands",Netherlands,3367.2578,Special surgical services,2020,0.68584085,60.80895,135.41351,84.74084
Henry Ford Health System,Hospital & Health Care,"Vaasa, Ostrobothnia, Finland",Finland,7593.1943,Nutritional support,2020,97.499535,0.15836002,374.2321,79.89712
Autodesk,Computer Software,"Villeurbanne, Rhone-Alpes, France",France,7761.5146,Personal Productivity Software,2020,50.72686,72.11217,108.36385,95.16568
