Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Csg International,Computer Software,"Federal, Entre Rios, Argentina",Argentina,2822.139,Operating Systems,2020,53.868687,86.74669,237.7081,85.06523
Old Mutual South Africa,Financial Services,"Mazowsze, Kujawsko-Pomorskie, Poland",Poland,5839.5195,Insurance,2020,170.34789,84.16137,226.13544,93.26513
Public Storage,Real Estate,"La Plata, Buenos Aires, Argentina",Argentina,1100.9664,Property consultants,2020,0.8097982,62.97185,211.54298,85.46925
Capital One,Financial Services,"Pamukkale, Denizli, Turkey",Turkey,28227.965,Wealth Management,2020,192.69438,61.714836,160.85146,59.47939
Brookdale,Hospital & Health Care,"Grand Rapids, Michigan, United States",Singapore,9484.276,Short-term hospitalization,2020,101.95031,42.48176,194.82655,80.55314
Ryan Homes,Real Estate,"Bodø, Nordland, Norway",Norway,1067.9895,Property consultants,2020,121.28524,87.46655,1.0167265,80.74641
Hines,Real Estate,"Pune, Maharashtra, India",India,3064.941,Property Staging,2020,124.02892,88.11928,233.55557,93.14224
Epam Systems,Computer Software,"Aimargues, Occitanie, France",France,15588.087,Multimedia Authoring Software,2020,63.275337,0.66602606,127.07491,66.32842
Franklin Templeton Investments,Financial Services,"Le Mans, Pays De La Loire, France",France,3603.0752,Professional Advisory,2020,141.55429,48.79153,90.46843,94.725876
Amedisys Home Health & Hospice,Hospital & Health Care,"Mariano Moreno, Buenos Aires, Argentina",Argentina,2742.0984,X ray/radiology services,2020,83.328865,30.31819,80.60228,85.01645
Lifespan,Hospital & Health Care,"Waregem, West-Vlaanderen, Belgium",Belgium,20593.545,Short-term hospitalization,2020,77.6056,32.211987,95.74172,68.58522
Voya Financial,Financial Services,"Pozuelo De Alarcón, Madrid, Spain",Spain,1929.3352,Banking,2020,142.5134,67.66895,94.113464,77.1354
Ingram Micro,Information Technology And Services,"New York, New York, United States",Singapore,12501.459,Computer Training,2020,105.13021,42.312973,143.14708,85.216225
Equifax,Financial Services,"Lublin, Lubelskie, Poland",Poland,6429.6245,Professional Advisory,2020,146.0494,0.79514986,209.36598,93.400536
Hcl Technologies,Information Technology And Services,"Vimercate, Lombardy, Italy",Italy,89936.28,Computer Training,2020,118.38031,84.8917,135.42255,55.06223
Fifth Third Bank,Financial Services,"Stenungsund, Vaestra Goetaland, Sweden",Sweden,7828.7563,Mutual Funds,2020,128.68187,40.150906,197.53987,64.162346
Medical University Of South Carolina,Hospital & Health Care,"Baden, Aargau, Switzerland",Switzerland,4867.645,Emergency room services,2020,97.17219,0.6808868,69.15674,74.078384
Pitney Bowes,Information Technology And Services,"Oberhausen, Nordrhein-Westfalen, Germany",Germany,10463.611,Hardware support,2020,86.0041,66.73672,224.28792,92.14458
Computacenter,Information Technology And Services,"Coquitlam, British Columbia, Canada",Canada,7036.616,Computer Training,2020,78.47403,89.68221,193.20026,84.94922
Sicredi,Financial Services,"Bandung, Jawa Barat, Indonesia",Indonesia,3026.6396,Debt Management,2020,143.85634,63.01792,113.895584,68.34824
Atlassian,Computer Software,"Genève, Geneva, Switzerland",Switzerland,2145.343,Database Management,2020,52.295086,72.43129,1.1189711,83.82587
