Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Ramco Systems,Computer Software,"Savo, Pirkanmaa, Finland",Finland,1605.625,Personal Productivity Software,2020,59.761482,82.09548,166.96895,1.0368537
Ultimate Software,Computer Software,"Munich, Bavaria, Germany",Germany,4396.7656,Multiprogramming,2020,36.73684,93.881996,177.42346,85.997025
Insight,Information Technology And Services,"Port Coquitlam, British Columbia, Canada",Canada,7173.8486,Hardware support,2020,74.052605,0.49511042,252.96405,101.47449
Wipro Technologies,Information Technology And Services,"Box, Uusimaa, Finland",Finland,35186.52,IT Consulting,2020,180.95445,53.92337,215.27167,10.119058
Microsoft,Computer Software,"Istanbul, Istanbul, Turkey",Turkey,123516.805,User Interface,2020,164.25372,0.7217413,238.82018,0.90001184
K. Hovnanian Homes,Real Estate,"Dois Vizinhos, Parana, Brazil",Brazil,2256.9946,Home inspection,2020,113.77774,32.379585,223.75072,85.73619
@Properties,Real Estate,"Larvik, Vestfold, Norway",Norway,1498.3145,Selling Real Estate,2020,3.0007806,41.40981,136.65802,85.29721
Earthlink,Information Technology And Services,"Baden, Aargau, Switzerland",Switzerland,8142.9316,Email Services,2020,0.671913,68.55139,110.79856,55.329716
Lopes Consultoria De Imóveis,Real Estate,"Julfa, Ras Al Khaimah, United Arab Emirates",United Arab Emirates,5012.871,Building contractors,2020,126.257,64.547264,183.12822,88.947754
Ptc,Computer Software,"Portugal, Para, Brazil",Portugal,7617.6753,Personal Productivity Software,2020,57.33841,49.828205,186.43993,94.66401
Davita,Hospital & Health Care,"Surabaya, Jawa Timur, Indonesia",Indonesia,7977.591,General surgical services,2020,112.86276,71.87185,91.99932,101.71454
Navy Federal Credit Union,Financial Services,"Lyon, Auvergne-Rhône-Alpes, France",France,6201.3477,Insurance,2020,1.9541365,52.760174,123.78756,75.69094
Intuit,Computer Software,"Windisch, Aargau, Switzerland",Switzerland,11850.482,Personal Productivity Software,2020,67.971054,80.49197,199.23886,87.04094
"Ansys, Inc.",Computer Software,"Soignies, Hainaut, Belgium",Belgium,2154.2314,Multimedia Authoring Software,2020,0.7066309,73.64065,227.47655,90.54621
"Realpage, Inc.",Computer Software,"Oosterhout, Noord-Brabant, Netherlands",Netherlands,2241.5503,Multimedia Authoring Software,2020,56.620186,42.111904,202.99944,89.24626
Willis Towers Watson,Financial Services,"Ballerup, Capital Region, Denmark",Denmark,24913.422,Banking,2020,191.3966,74.8143,217.58743,77.02937
Jack Henry & Associates,Computer Software,"Mohali, Punjab, India",India,2651.7778,Multimedia Authoring Software,2020,43.51902,48.101154,193.61115,86.52606
Stifel Financial Corp.,Financial Services,"Singapore, Central Singapore, Singapore",Singapore,5436.7603,Insurance,2020,161.16235,64.71456,162.27313,93.17415
Legal & General,Financial Services,"Falkenstein, Sachsen, Germany",Germany,2807.2268,Mutual Funds,2020,115.79661,53.90786,147.38719,73.35837
Pegasystems,Computer Software,"Bath, Bath And North East Somerset, United Kingdom",United Kingdom,4697.0503,Personal Productivity Software,2020,1.4808258,59.031227,146.56676,0.24310592
Earthlink,Information Technology And Services,"Selatan, East Java, Indonesia",Indonesia,6743.763,IT Consulting,2020,62.627304,36.373817,140.95949,82.00672
Hca,Hospital & Health Care,"Dubai, Dubai, United Arab Emirates",United Arab Emirates,24606.695,Short-term hospitalization,2020,0.7455091,62.43558,198.2107,58.306995
Aegon,Financial Services,"Norcross, Georgia, United States",Singapore,2404.4497,Mutual Funds,2020,131.6901,0.73970425,88.1551,76.177574
Swedish Medical Center,Hospital & Health Care,"Chevreuse, Ile-De-France, France",France,7115.679,X ray/radiology services,2020,0.73843175,66.550446,217.41914,81.1433
Ics,Computer Software,"Dresden, Saxony, Germany",Germany,2974.332,Operating Systems,2020,52.283688,0.9196403,256.04532,1.8614078
The Corcoran Group,Real Estate,"Slough, Slough, United Kingdom",United Kingdom,1592.2412,Architects,2020,115.53468,40.18189,200.05772,85.28694
Kaiser Permanente,Hospital & Health Care,"Rengsdorf, Rheinland-Pfalz, Germany",Germany,59525.15,General surgical services,2020,2.8761125,1.762696,163.36993,22.401535
First American Title,Real Estate,"New York, New York, United States",Singapore,4237.7886,Home inspection,2020,122.72857,71.20751,152.37392,81.16627
The Children'S Hospital Of Philadelphia,Hospital & Health Care,"Herlev, Capital Region, Denmark",Denmark,8788.811,X ray/radiology services,2020,108.09385,67.51265,190.32036,86.5686
@Properties,Real Estate,"Saanich, British Columbia, Canada",Canada,2471.9407,Building contractors,2020,126.955,51.898235,217.4471,94.29371
Partners Healthcare,Hospital & Health Care,"Carnaxide, Lisbon, Portugal",Portugal,2893.0425,Transportation,2020,104.378784,73.05415,180.69125,92.514206
Barclaycard,Financial Services,"Leon, Guanajuato, Mexico",Mexico,5631.2603,Mutual Funds,2020,176.99275,50.39641,151.93164,96.36493
Jack Henry & Associates,Computer Software,"Bidart, Nouvelle-Aquitaine, France",France,2601.9758,Multimedia Authoring Software,2020,31.58431,70.0119,173.5212,87.28601
Epicor Software,Computer Software,"Las Rozas De Madrid, Madrid, Spain",Spain,2266.849,User Interface,2020,46.406235,68.67541,200.0249,83.89051
Robert Bosch Engineering And Business Solutions Ltd.,Information Technology And Services,"Campo Bom, Rio Grande Do Sul, Brazil",Brazil,6011.9893,Help Desk Support,2020,55.586433,69.13611,2.6954424,91.257256
Rush University Medical Center,Hospital & Health Care,"Lebanon, Tennessee, United States",United States,3434.8386,Mental health care,2020,103.255714,70.53318,1.9579933,61.57135
Blackbaud,Computer Software,"Gold Coast, Queensland, Australia",Australia,2361.9678,Multimedia Authoring Software,2020,48.736336,87.27759,114.98435,2.472277
