Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Peacehealth,Hospital & Health Care,"Morges, Vaud, Switzerland",Switzerland,5934.7466,Blood services,2020,100.003044,74.71261,182.14003,89.67652
Ge Digital,Computer Software,"Doncaster East, Victoria, Australia",Australia,5759.999,Application Software,2020,58.104195,42.740185,148.35843,91.898605
Gm Financial,Financial Services,"Bad Homburg, Hessen, Germany",Germany,3402.0405, Portfolio Management,2020,141.39423,62.941284,3.5087054,79.96705
Swedbank,Financial Services,"Pozzuoli, Campania, Italy",Italy,6928.9126,Professional Advisory,2020,153.33069,71.671,170.82262,94.467384
Spectrum Health,Hospital & Health Care,"Mendoza, Mendoza, Argentina",Argentina,10521.007,Emergency room services,2020,111.03167,59.783264,153.32098,89.62086
Softtek,Information Technology And Services,"Freiburg, Baden-Wuerttemberg, Germany",Germany,3249.9133,Backup & Disaster Recovery,2020,37.766777,43.65269,147.80104,76.702156
Ge Healthcare,Hospital & Health Care,"A, Syddanmark, Denmark",Denmark,42024.574,General surgical services,2020,69.278534,66.6013,1.9232448,79.64647
Infosys Bpo,Information Technology And Services,"Danderyd, Stockholm, Sweden",Sweden,10181.491,Managed Print Services,2020,83.83474,76.210106,151.25609,86.73277
Fiserv,Information Technology And Services,"Aimargues, Occitanie, France",France,16521.258,Hardware support,2020,85.72807,79.45169,130.88684,0.39444882
Momentum,Financial Services,"Barneveld, Gelderland, Netherlands",Netherlands,1602.047,Debt Management,2020,164.43718,53.40037,198.65202,91.77381
Capco,Financial Services,"Julfa, Ras Al Khaimah, United Arab Emirates",United Arab Emirates,4169.51,Professional Advisory,2020,161.67743,79.76004,196.7262,104.558784
Capco,Financial Services,"Jebel Ali, Dubai, United Arab Emirates",United Arab Emirates,3599.115,Banking,2020,134.20625,1.7039186,116.86801,74.59938
"Ansys, Inc.",Computer Software,"Stenungsund, Vaestra Goetaland, Sweden",Sweden,1252.052,Desktop Publishing,2020,35.153107,44.651432,116.631096,85.99174
Jpmorgan Chase & Co.,Financial Services,"Wellesley Hills, Massachusetts, United States",United States,3.650653,Mutual Funds,2020,63.859055,0.62381166,244.0191,65.477234
Splunk,Computer Software,"Palm Harbor, Florida, United States",United States,1668.4293,Operating Systems,2020,48.018143,0.56603485,69.80671,1.2988
Advocate Health Care,Hospital & Health Care,"Holland, North Brabant, Netherlands",Netherlands,10967.504,Mental health care,2020,109.80544,1.0172957,131.49937,100.60798
Northwestern Mutual,Financial Services,"Macquarie Park, New South Wales, Australia",Australia,18959.076,Professional Advisory,2020,143.68623,86.81432,2.53657,1.0479996
Kindred Healthcare,Hospital & Health Care,"Tauxigny, Centre, France",France,6807.4863,Emergency room services,2020,79.17764,61.02137,2.9097872,77.475975
The Children'S Hospital Of Philadelphia,Hospital & Health Care,"Puteaux, Île-De-France, France",France,5165.5503,General surgical services,2020,87.29017,72.132256,110.74082,73.46608
Computacenter,Information Technology And Services,"Salamanca, Castille And León, Spain",Spain,7309.932,Network Management,2020,80.54883,91.74799,169.42636,110.79052
University Of Michigan Health System,Hospital & Health Care,"Pero, Lombardy, Italy",Italy,5795.37,X ray/radiology services,2020,102.76362,45.50856,196.04758,93.511566
Sophos,Computer Software,"Monterrey, Nuevo Leon, Mexico",Mexico,1634.5045,User Interface,2020,55.72459,52.466145,164.18782,85.87703
Hsbc Global Banking And Markets,Financial Services,"Redhill, Surrey, United Kingdom",United Kingdom,7857.821, Portfolio Management,2020,139.22212,2.1446772,95.6095,64.32723
Hsbc,Financial Services,"Heerenveen, Friesland, Netherlands",Netherlands,85859.055,Insurance,2020,2.6558454,0.7249707,178.13388,25.67626
Cvent,Computer Software,"Risskov, Central Jutland, Denmark",Denmark,1564.6035,Multiprogramming,2020,41.421207,71.70478,110.73807,81.09731
Bentley Systems,Computer Software,"Hyderabad, Andhra Pradesh, India",India,1790.9414,Personal Productivity Software,2020,47.62219,41.19545,129.10672,81.949524
