Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Instituto Mexicano Del Seguro Social,Hospital & Health Care,"Selatan, East Java, Indonesia",Indonesia,5570.956,Emergency room services,2020,79.302536,54.61402,2.3056724,76.61124
Peacehealth,Hospital & Health Care,"Mendoza, Mendoza, Argentina",Argentina,5783.578,Laboratory services,2020,115.14621,75.78233,168.02417,85.059654
Gfi Informatique,Information Technology And Services,"Maringá, Parana, Brazil",Brazil,4306.9,Managed Print Services,2020,65.07267,78.67971,168.06235,98.72629
Kindred Healthcare,Hospital & Health Care,"Aartselaar, Antwerpen, Belgium",Belgium,9976.504,Special surgical services,2020,1.2682134,59.335518,177.64326,77.22866
Autodesk,Computer Software,"Córdoba, Cordoba, Argentina",Argentina,4281.41,Personal Productivity Software,2020,50.1127,45.040394,0.9225072,78.23938
Robert Bosch Engineering And Business Solutions Ltd.,Information Technology And Services,"Vila Nova De Famalicao, Braga, Portugal",Portugal,707.53406,Backup & Disaster Recovery,2020,0.3967359,35.39024,212.54257,68.37841
Alten,Information Technology And Services,"Shanghai, Shanghai, China",China,8183.0703,Cloud Services,2020,66.52226,56.781788,192.65735,108.17292
International Sos,Hospital & Health Care,"Santiago, Region Metropolitana, Chile",Mexico,7543.523,Emergency room services,2020,123.09451,50.282295,84.75278,99.84449
Redfin,Real Estate,"Takapuna, Auckland, New Zealand",New Zealand,3.3127432,Home inspection,2020,1.6234035,88.919495,184.21306,88.57491
Florida Hospital,Hospital & Health Care,"Eschborn, Hessen, Germany",Germany,1072.584,Mental health care,2020,124.97053,57.296127,246.21936,83.595665
Voya Financial,Financial Services,"Alcobendas, Madrid, Spain",Spain,4069.3604,Tax/Audit Consulting,2020,159.95418,0.9153904,0.9902373,94.439095
Cgi,Information Technology And Services,"Grand Rapids, Michigan, United States",Singapore,44273.152,Cybersecurity,2020,123.20939,44.452953,231.61769,57.676773
American Campus Communities,Real Estate,"Pero, Lombardy, Italy",Italy,876.68494,Buying Real Estate,2020,127.23519,2.0317686,131.23862,87.74101
Opentext,Computer Software,"Penticton, British Columbia, Canada",Canada,8250.382,Application Software,2020,0.3274728,59.11609,59.38124,1.5433526
Homesmart,Real Estate,"City Of Johannesburg Metropolitan Municipality, Gauteng, South Africa",South Africa,1679.5348,Property consultants,2020,120.94419,86.14936,205.03172,110.42017
Irvine Company,Real Estate,"Jumeirah, Dubai, United Arab Emirates",United Arab Emirates,3412.6726,New Construction,2020,2.6023557,72.83031,239.96233,96.68669
Northwell Health,Hospital & Health Care,"Verwoerdburg, Gauteng, South Africa",South Africa,8686.973,Blood services,2020,72.86242,35.89164,107.56731,0.8445493
American Campus Communities,Real Estate,"Rosario, Santa Fe, Argentina",Argentina,700.6717,Property Staging,2020,113.79727,58.458416,150.5626,1.8096812
