Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Community Health Systems,Hospital & Health Care,"Kristiansand, Vest-Agder, Norway",Norway,8208.13,Short-term hospitalization,2020,86.49826,77.075096,211.67862,80.66352
Bmc Software,Information Technology And Services,"Madison Heights, Michigan, United States",United States,3431.925,Hardware support,2020,37.98293,68.20016,111.21435,78.18983
Stifel Financial Corp.,Financial Services,"Vernon Hills, Illinois, United States",United States,5104.7827,Banking,2020,173.82764,0.54651445,166.784,0.34942827
The Children'S Hospital Of Philadelphia,Hospital & Health Care,"Puteaux, Île-De-France, France",France,11091.885,X ray/radiology services,2020,106.47372,95.38602,169.37097,81.811615
Servicenow,Computer Software,"Bangalore, Karnataka, India",India,3253.808,Operating Systems,2020,39.21348,46.017567,75.47143,79.78896
Upmc,Hospital & Health Care,"Benito Juarez, Mexico City, Mexico",Mexico,7332.964,Nutritional support,2020,108.912674,87.574684,1.1083602,79.792946
Unc Health Care,Hospital & Health Care,"Södertälje, Stockholm, Sweden",Sweden,5161.122,Blood services,2020,102.59683,66.75109,0.76588464,77.95172
Polaris Financial Technology Limited,Information Technology And Services,"Vaxjo, Kronobergs Lan, Sweden",Sweden,6590.199,IT Consulting,2020,78.27908,63.451492,139.28757,92.20045
Standard Bank Group,Financial Services,"Hillerød, Capital Region, Denmark",Denmark,3.7009804, Portfolio Management,2020,186.43698,62.89316,224.885,0.71218437
@Properties,Real Estate,"Hemel Hempstead, Hertfordshire, United Kingdom",United Kingdom,2654.8772,Architects,2020,129.98357,51.273266,187.3581,86.53529
Kbc Bank & Verzekering,Financial Services,"Paraiso, Sao Paulo, Brazil",Brazil,9947.399,Banking,2020,131.05464,78.51627,132.20673,80.70799
Avison Young,Real Estate,"Tauranga, Gisborne, New Zealand",New Zealand,1517.9052,Rental and investment properties,2020,129.06755,0.42783427,201.79422,0.9021624
Compucom,Information Technology And Services,"Geneva, Geneva, Switzerland",Switzerland,8209.722,Network Management,2020,0.7027393,62.760532,188.9849,96.75584
Jsmnet,Information Technology And Services,"Secunderabad, Telangana, India",India,17766.516,Backup & Disaster Recovery,2020,70.28659,80.28989,204.09776,95.376915
University Of Chicago Medicine,Hospital & Health Care,"Saarbrucken, Saarland, Germany",Germany,4581.9688,X ray/radiology services,2020,106.63934,0.65481925,190.65993,0.4644463
Qlik,Computer Software,"Grenoble, Isère, France",France,2331.802,Desktop Publishing,2020,59.29314,74.75349,166.45967,92.38448
Emaar,Real Estate,"Wasquehal, Hauts-De-France, France",France,1460.7174,New Construction,2020,119.14159,57.02636,137.03224,81.13245
Associated Bank,Financial Services,"Drammen, Buskerud, Norway",Norway,3464.9375,Banking,2020,154.60735,58.240234,206.14862,98.31751
Hines,Real Estate,"Pune, Maharashtra, India",India,3409.6406,Property consultants,2020,120.42123,1.9208863,218.76007,94.87375
Equifax,Financial Services,"Bellinzona, Ticino, Switzerland",Switzerland,7319.1475,Stock Market,2020,169.33139,83.97222,217.5924,93.05405
Voya Financial,Financial Services,"Bonheiden, Antwerpen, Belgium",Belgium,5334.7593,Debt Management,2020,1.0504036,73.66587,0.90779203,100.485466
Stifel Financial Corp.,Financial Services,"Pompton Plains, New Jersey, United States",United States,4724.2007,Mutual Funds,2020,2.4822187,83.395645,1.9891098,80.38556
Cadence Design Systems,Computer Software,"Bodø, Nordland, Norway",Norway,5340.4595,Desktop Publishing,2020,57.517143,68.99486,87.54927,77.5938
Swedish Medical Center,Hospital & Health Care,"Leicester, Leicestershire, United Kingdom",United Kingdom,6072.2363,Mental health care,2020,90.65869,55.78264,101.41829,100.73122
Avnet,Information Technology And Services,"Turku, Finland Proper, Finland",Finland,5366.207,Managed Print Services,2020,1.2223012,68.2495,237.83609,94.20269
