Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Md Anderson Cancer Center,Hospital & Health Care,"Geel, Antwerpen, Belgium",Belgium,5976.411,Short-term hospitalization,2020,80.37031,59.248375,1.4995079,80.4713
Usaa,Financial Services,"Lyon, Auvergne-Rhône-Alpes, France",France,21272.525,Wealth Management,2020,143.88014,55.867783,175.84619,69.972694
Insight,Information Technology And Services,"Root, Lucerne, Switzerland",Switzerland,3362.2385,Cybersecurity,2020,56.89612,72.38828,105.44804,78.32
Spectrum Health,Hospital & Health Care,"Tromsø, Troms, Norway",Norway,7784.2905,Blood services,2020,1.5589039,67.42214,145.36205,81.21376
American Campus Communities,Real Estate,"Clarens, Vaud, Switzerland",Switzerland,559.0023,Rental and investment properties,2020,116.267525,80.52052,191.284,82.856964
Novant Health,Hospital & Health Care,"Bolsward, Friesland, Netherlands",Netherlands,3838.4087,Laboratory services,2020,97.809685,44.573013,120.25734,79.07708
Spotify,Computer Software,"Johannesburg, Gauteng, South Africa",South Africa,3344.2078,Personal Productivity Software,2020,43.807327,44.52632,152.63664,96.03111
Alten,Information Technology And Services,"Sant Joan Despí, Catalonia, Spain",Spain,4211.809,Computer Training,2020,39.639572,77.63793,105.04775,61.22403
Motorola Solutions,Information Technology And Services,"Norwich, Norfolk, United Kingdom",United Kingdom,12276.889,Backup & Disaster Recovery,2020,93.27599,56.228615,159.78664,1.1725761
Freddie Mac,Financial Services,"Carnaxide, Lisbon, Portugal",Portugal,7857.116,Capital Restructuring,2020,166.40813,85.77387,117.172585,92.642296
Bon Secours Health System,Hospital & Health Care,"Genk, Limburg, Belgium",Belgium,4479.0273,Mental health care,2020,1.075413,0.725178,108.069824,87.42218
Christus Health,Hospital & Health Care,"Teddington, Greater London, United Kingdom",United Kingdom,2941.367,Transportation,2020,91.14751,60.95694,146.95605,76.6172
Ptc,Computer Software,"Birkerød, Capital Region, Denmark",Denmark,7144.024,Database Management,2020,49.4776,75.73919,223.3742,75.24664
Hsbc Global Banking And Markets,Financial Services,"Ede, Gelderland, Netherlands",Netherlands,7635.409,Insurance,2020,149.59758,38.0813,111.79115,77.85714
Softtek,Information Technology And Services,"St Leonards, New South Wales, Australia",Australia,3483.4612,Help Desk Support,2020,48.99691,77.134415,156.30022,78.16339
Genesys,Computer Software,"Midrand, Gauteng, South Africa",South Africa,2783.4033,User Interface,2020,1.236167,0.43880317,135.20673,89.091286
Old Mutual South Africa,Financial Services,"Belgrano, Santiago Del Estero, Argentina",Argentina,5453.5146, Portfolio Management,2020,176.85388,58.279682,143.91464,97.978584
Molina Healthcare,Hospital & Health Care,"Lakhnau, Uttar Pradesh, India",India,6011.1333,Nutritional support,2020,120.44764,1.7535045,211.03693,64.99572
Mckesson,Hospital & Health Care,"Poznan, Wielkopolskie, Poland",Poland,17974.318,Special surgical services,2020,122.5646,74.5814,230.5346,83.49099
Teksystems,Information Technology And Services,"Savo, Pirkanmaa, Finland",Finland,17038.969,Help Desk Support,2020,0.80034506,80.3677,168.75554,85.42057
Polaris Financial Technology Limited,Information Technology And Services,"Beşiktaş, Istanbul, Turkey",Turkey,3848.1863,Network Management,2020,84.5042,49.45401,187.74648,78.25033
Jack Henry & Associates,Computer Software,"Sharjah, Sharjah, United Arab Emirates",United Arab Emirates,3099.192,Multiprogramming,2020,56.466084,74.32285,173.6145,0.3661909
Henry Ford Health System,Hospital & Health Care,"Belgrano, Santiago Del Estero, Argentina",Argentina,4786.42,Special surgical services,2020,88.46776,72.00687,94.916405,76.7975
Globant,Information Technology And Services,"Brisbane, Queensland, Australia",New Zealand,5773.665,Help Desk Support,2020,65.93652,58.62079,193.09276,84.56249
Commvault,Computer Software,"Westhill, Aberdeenshire, United Kingdom",Singapore,1375.7703,Multimedia Authoring Software,2020,38.748066,73.92527,119.39823,90.40923
F-Secure Corporation,Computer Software,"Port Elizabeth, Eastern Cape, South Africa",South Africa,1399.0092,Desktop Publishing,2020,39.61773,1.6144826,100.89578,84.019585
Barfoot & Thompson,Real Estate,"Oviedo, Asturias, Spain",Spain,866.8012,Selling Real Estate,2020,116.45784,43.391796,84.11135,1.297306
Discover Financial Services,Financial Services,"Katowice, Slaskie, Poland",Poland,6831.325,Capital Restructuring,2020,143.48984,65.34166,203.47264,90.214035
Douglas Elliman Real Estate,Real Estate,"Ann Arbor, Michigan, United States",United States,4634.0483,Building contractors,2020,113.280304,0.94354916,138.17703,1.2258682
Genesis Healthcare,Hospital & Health Care,"Aartselaar, Antwerpen, Belgium",Belgium,7463.8027,General surgical services,2020,0.4238516,63.914593,1.8201528,0.6816894
Morgan Stanley,Financial Services,"Lone Tree, Colorado, United States",United States,43937.676,Stock Market,2020,102.80927,62.150257,144.55025,42.076633
Rush University Medical Center,Hospital & Health Care,"Miami Lakes, Florida, United States",United States,4451.61,Short-term hospitalization,2020,91.46307,0.5781635,107.40833,69.86667
Chicago Title,Real Estate,"Kuopio, Northern Savo, Finland",Finland,1525.8302,New Construction,2020,123.075096,74.73981,87.08164,95.68969
Jda Software,Computer Software,"Willebroek, Antwerpen, Belgium",Belgium,4952.0,Application Software,2020,65.26327,41.663506,1.4749982,80.7615
Sharp Healthcare,Hospital & Health Care,"Jonkoping, Jonkopings Lan, Sweden",Sweden,5212.928,Transportation,2020,135.20724,90.43892,184.88484,87.98978
Partners Healthcare,Hospital & Health Care,"Carnaxide, Lisbon, Portugal",Portugal,2702.9392,Short-term hospitalization,2020,84.11139,51.03798,91.668396,95.01611
Mount Sinai Health System,Hospital & Health Care,"Ayot Saint Lawrence, Hertford, United Kingdom",United Kingdom,4170.2515,Laboratory services,2020,98.43588,42.916656,1.6433388,79.867676
Absa,Financial Services,"Bandung, Jawa Barat, Indonesia",Indonesia,12732.4375, Portfolio Management,2020,119.04321,53.86378,134.8641,73.05544
Nyu Langone Medical Center,Hospital & Health Care,"Newcastle Under Lyme, Staffordshire, United Kingdom",United Kingdom,6934.4087,Mental health care,2020,86.85328,56.741005,167.29921,72.103584
Mentor Graphics,Computer Software,"Lecce, Puglia, Italy",Italy,4791.888,Database Management,2020,46.705116,76.804184,193.41844,1.3166944
Old Mutual South Africa,Financial Services,"Partido De Pilar, Buenos Aires, Argentina",Argentina,5888.8916,Mutual Funds,2020,206.69632,88.70888,184.56874,94.15311
Autodesk,Computer Software,"Bandung, Jawa Barat, Indonesia",Indonesia,6194.415,Personal Productivity Software,2020,43.4443,1.8256994,94.80531,84.04186
Ubs,Financial Services,"Guangzhou, Guangdong, China",China,51321.8,Stock Market,2020,135.53412,63.142452,170.11835,55.05143
Sutton Group,Real Estate,"Hamar, Hedmark, Norway",Norway,1747.8257,Architects,2020,124.3252,70.1661,2.3833652,92.02701
Bmo Financial Group,Financial Services,"Şişli, Istanbul, Turkey",Turkey,22529.566,Tax/Audit Consulting,2020,150.56902,56.293743,194.23645,80.66918
Damac Properties,Real Estate,"Ehningen, Baden-Württemberg Region, Germany",Germany,1624.5238,Home inspection,2020,123.19805,60.28113,134.71002,74.43868
Oracle,Information Technology And Services,"José Bonifácio, Sao Paulo, Brazil",Brazil,76774.59,Hardware support,2020,134.97505,58.625477,61.954456,8.18145
Wellstar Health System,Hospital & Health Care,"Lopez Mateos, Mexico, Mexico",Mexico,6215.123,Transportation,2020,89.06056,1.5947543,98.90056,79.65924
Amc,Hospital & Health Care,"Almada, Setubal, Portugal",Portugal,5427.0615,Blood services,2020,97.29033,61.345703,94.553734,0.36306196
Compucom,Information Technology And Services,"Takapuna, Auckland, New Zealand",New Zealand,6897.229,IT Consulting,2020,1.100719,68.504875,168.3679,87.64075
Blackrock,Financial Services,"Kontich, Antwerpen, Belgium",Belgium,3919.8337,Insurance,2020,132.95541,45.795998,137.92854,68.221695
Franklin Templeton Investments,Financial Services,"Le Mans, Pays De La Loire, France",France,4589.044,Insurance,2020,125.46736,42.08343,53.04152,78.58352
Spotify,Computer Software,"Brumunddal, Hedmark, Norway",Norway,2841.2192,Operating Systems,2020,0.39653426,55.85693,114.70214,79.08616
Transamerica,Financial Services,"Kortrijk, Flanders, Belgium",Belgium,9295.695,Wealth Management,2020,161.2938,49.654224,0.941337,92.74978
Uchealth,Hospital & Health Care,"Bekasi, Jawa Barat, Indonesia",Indonesia,6147.732,Short-term hospitalization,2020,74.42948,1.8888664,111.65347,1.4902054
Softwareone,Computer Software,"Selatan, East Java, Indonesia",Indonesia,1156.9373,System Software,2020,41.63648,44.186234,99.61713,82.07239
Nuance Communications,Computer Software,"Poznan, Wielkopolskie, Poland",Poland,6716.362,Multiprogramming,2020,61.260906,62.49398,107.717415,90.18106
Workday,Computer Software,"Bloomfield, New Jersey, United States",United States,3766.1743,Operating Systems,2020,50.44182,2.3806317,138.93324,80.99572
Greystar,Real Estate,"Jebel Ali, Dubai, United Arab Emirates",United Arab Emirates,6360.0894,Property Staging,2020,129.74638,76.10545,166.1326,92.4238
Baycare Health System,Hospital & Health Care,"Hamar, Hedmark, Norway",Norway,3617.6921,General surgical services,2020,88.10219,74.616776,175.10985,66.07597
Momentum,Financial Services,"Córdoba, Cordoba, Argentina",Argentina,2862.8794,Debt Management,2020,139.46855,56.46128,0.4127014,77.75054
Blackrock,Financial Services,"Kontich, Antwerpen, Belgium",Belgium,9120.878,Wealth Management,2020,127.765884,77.738815,144.9901,83.38141
Realty One Group,Real Estate,"Reeuwijk, Zuid-Holland, Netherlands",Netherlands,1870.6588,Property Staging,2020,117.32216,67.560104,151.35513,92.86744
Mercy,Hospital & Health Care,"Claremont, Western Cape, South Africa",South Africa,6653.185,Short-term hospitalization,2020,88.14859,0.55651015,2.445243,0.8448104
