Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Unit4,Computer Software,"Hartford, Connecticut, United States",United States,3118.5405,System Software,2020,65.36822,57.186146,292.63504,91.09265
Earthlink,Information Technology And Services,"Getafe, Madrid, Spain",Spain,5294.548,IT Consulting,2020,46.120632,59.854816,78.26249,71.40073
Hines,Real Estate,"Siruseri, Tamil Nadu, India",India,3357.1628,New Construction,2020,125.2747,0.86222,133.62863,80.68702
Erasmus Mc,Hospital & Health Care,"Copenhagen, Hovedstaden, Denmark",Denmark,4596.455,Transportation,2020,106.20966,61.857376,184.16493,74.38793
Csg International,Computer Software,"Rosario, Santa Fe, Argentina",Argentina,2854.3074,Operating Systems,2020,62.707714,1.0086253,178.5487,91.59889
Avnet,Information Technology And Services,"Esplugues De Llobregat, Catalonia, Spain",Spain,3865.336,Hardware support,2020,57.95155,0.16447973,148.71027,80.634125
Tata Technologies,Information Technology And Services,"Coleshill, Warwickshire, United Kingdom",United Kingdom,6292.1523,Hardware support,2020,88.39187,0.77020866,177.59438,1.1417905
F-Secure Corporation,Computer Software,"Stellenbosch, Western Cape, South Africa",South Africa,2160.5393,User Interface,2020,56.030895,61.004547,157.19992,87.60878
Harcourts Real Estate,Real Estate,"Umraniye, Istanbul, Turkey",Turkey,3842.334,Rental and investment properties,2020,116.797676,73.57181,146.21605,81.83632
Mindtree,Information Technology And Services,"Jakarta, Jakarta, Indonesia",Indonesia,5377.5405,Help Desk Support,2020,51.64516,0.5906193,119.996254,85.55146
Kaiser Permanente,Hospital & Health Care,"Wavre, Brabant Wallon, Belgium",Belgium,63873.64,Blood services,2020,158.76794,82.69046,153.22647,23.348211
Teradata,Information Technology And Services,"Sharjah, Sharjah, United Arab Emirates",United Arab Emirates,10648.102,Email Services,2020,66.85112,60.30646,130.14902,78.887405
Amadeus It Group,Information Technology And Services,"Roskilde, Sjelland, Denmark",Denmark,11724.749,Hardware support,2020,57.8537,58.027405,246.27904,83.52478
Fairway Independent Mortgage Corporation,Financial Services,"Albany, Auckland, New Zealand",New Zealand,2740.532,Capital Restructuring,2020,1.9980046,51.287457,164.33534,63.033764
! Cb Repossessions !,Real Estate,"Julfa, Ras Al Khaimah, United Arab Emirates",United Arab Emirates,1534.2927,Building contractors,2020,115.82335,72.12989,83.945015,85.87929
Hexaware Technologies,Information Technology And Services,"Claremont, Western Cape, South Africa",South Africa,6816.938,Cloud Services,2020,55.38945,75.27896,126.81365,90.13881
Principal Financial Group,Financial Services,"Stoney Creek, Ontario, Canada",Canada,8297.322,Debt Management,2020,155.16295,60.992752,198.17526,0.4834332
Ncr Corporation,Information Technology And Services,"Cracow, Malopolskie, Poland",Poland,14942.985,Cybersecurity,2020,0.85178804,43.146664,109.03887,2.0501099
Lennar,Real Estate,"Jyvaeskylae, Central Finland, Finland",Finland,3377.553,Property consultants,2020,1.4841723,74.22781,97.21246,86.10683
Amc,Hospital & Health Care,"Carnaxide, Lisbon, Portugal",Portugal,3791.7395,X ray/radiology services,2020,0.4856854,51.002644,159.76572,77.81508
Ramco Systems,Computer Software,"Sant Joan Despí, Catalonia, Spain",Spain,2226.4336,Desktop Publishing,2020,62.945663,71.3185,142.0115,89.10979
Duke University Health System,Hospital & Health Care,"New Delhi, Nct, India",India,6344.97,Transportation,2020,109.8484,54.24465,135.57927,92.71577
Banner Health,Hospital & Health Care,"Kuopio, Northern Savo, Finland",Finland,16186.565,X ray/radiology services,2020,116.50488,78.466805,165.27786,86.61297
Rush University Medical Center,Hospital & Health Care,"Bandung, Jawa Barat, Indonesia",Indonesia,6577.309,Short-term hospitalization,2020,0.6788013,81.46373,3.2832854,75.186905
Ascension,Hospital & Health Care,"Grafton, Auckland, New Zealand",New Zealand,4740.993,Special surgical services,2020,109.82335,77.84918,2.1033332,0.5195303
Saic,Information Technology And Services,"Westhill, Aberdeenshire, United Kingdom",Singapore,18892.734,Cybersecurity,2020,86.650024,63.210484,175.69,78.042496
Old Mutual South Africa,Financial Services,"Jakarta Pusat, Jakarta Raya, Indonesia",Indonesia,2823.64,Debt Management,2020,117.53807,61.126167,102.42485,79.11797
Servicenow,Computer Software,"Ataşehir, Istanbul, Turkey",Turkey,3155.729,Personal Productivity Software,2020,34.77558,57.23733,71.35433,79.95796
[24]7.Ai,Computer Software,"Bad Homburg, Hessen, Germany",Germany,2451.5867,Personal Productivity Software,2020,36.763508,57.387753,148.6129,88.76743
Globallogic,Computer Software,"Porto Alegre, Rio Grande Do Sul, Brazil",Brazil,6020.875,Application Software,2020,51.067955,1.1309994,176.43762,81.60194
Globant,Information Technology And Services,"Dietzenbach, Hesse, Germany",Germany,7410.9355,Backup & Disaster Recovery,2020,0.9667442,60.30051,182.99358,91.76319
The Children'S Hospital Of Philadelphia,Hospital & Health Care,"Arhus, Midtjylland, Denmark",Denmark,5417.353,X ray/radiology services,2020,1.3966476,49.69519,128.70325,80.67755
Discovery Limited,Financial Services,"Balgat, Ankara, Turkey",Turkey,2769.312,Wealth Management,2020,135.13396,53.533943,151.25813,72.85435
"Lexmark International, Inc.",Information Technology And Services,"Lages, Santa Catarina, Brazil",Brazil,4617.0225,IT Consulting,2020,49.50384,1.0928183,1.4481933,73.26224
Wipro Technologies,Information Technology And Services,"New Delhi, Nct, India",India,92049.64,Hardware support,2020,162.17963,0.5753305,79.78377,8.508745
Charles Schwab,Financial Services,"Retreat, Western Cape, South Africa",South Africa,9792.8,Insurance,2020,149.0528,72.96285,91.55515,1.5676756
First Data Corporation,Financial Services,"Aparecida De Goiania, Goias, Brazil",Brazil,8390.446,Mutual Funds,2020,125.29426,63.089237,159.94452,69.78115
Amedisys Home Health & Hospice,Hospital & Health Care,"Ivrea, Piedmont, Italy",Italy,2796.5483,Laboratory services,2020,108.40827,84.740685,94.00673,74.748566
Johnson & Johnson,Hospital & Health Care,"Edenvale, Gauteng, South Africa",South Africa,51157.633,X ray/radiology services,2020,3.1798284,0.50823593,127.906006,0.6085082
Worldpay,Information Technology And Services,"Jebel Ali, Dubai, United Arab Emirates",United Arab Emirates,2503.026,Hardware support,2020,34.307503,1.5987544,70.48497,0.8805862
