Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Community Health Systems,Hospital & Health Care,"Kingston, Victoria, Australia",Australia,7598.7646,Blood services,2020,107.1313,97.6996,3.076072,90.30632
Dimension Data,Information Technology And Services,"Roubaix, Nord-Pas-De-Calais, France",France,12550.208,Network Management,2020,0.7137218,70.482346,225.37086,102.24068
Dalian Wanda Group,Real Estate,"Geneva, Geneva, Switzerland",Switzerland,3354.4587,Architects,2020,121.73322,57.064808,198.35736,0.7690115
Cadence Design Systems,Computer Software,"Barcelona, Catalonia, Spain",Spain,3285.753,Personal Productivity Software,2020,0.41336673,43.118763,122.08811,86.1599
Weichert Realtors,Real Estate,"Brasília, Federal District, Brazil",Brazil,4961.6143,Selling Real Estate,2020,0.7264047,44.88949,133.87158,82.96609
Teradata,Information Technology And Services,"Kingston, Victoria, Australia",Australia,9275.355,Cloud Services,2020,49.70004,54.35987,136.93336,67.466545
Northshore University Healthsystem,Hospital & Health Care,"New York, New York, United States",Singapore,3396.017,Transportation,2020,90.196266,42.302387,168.50162,70.90467
Damac Properties,Real Estate,"Allen, Texas, United States",United States,2669.8281,Property Staging,2020,121.87904,76.9816,156.04555,1.246409
Mindtree,Information Technology And Services,"Savo, Pirkanmaa, Finland",Finland,4662.166,Computer Training,2020,45.4986,1.4486216,161.40732,74.952225
Bbc Worldwide,Computer Software,"Vila Nova De Famalicao, Braga, Portugal",Portugal,2363.5667,Desktop Publishing,2020,62.588337,75.47997,157.58743,94.23264
Massmutual Financial Group,Financial Services,"Haren, Groningen, Netherlands",Netherlands,8747.983,Tax/Audit Consulting,2020,162.07664,75.51041,104.7724,91.691025
Damac Properties,Real Estate,"Munich, Bavaria, Germany",Germany,3058.226,Building contractors,2020,124.686714,0.95534456,120.937836,88.50563
Advocate Health Care,Hospital & Health Care,"Lasne, Walloon Brabant Province, Belgium",Belgium,6031.4097,General surgical services,2020,78.06953,69.49906,138.32907,78.92795
Sogeti,Information Technology And Services,"Bhubaneswar, Orissa, India",India,8319.517,Cloud Services,2020,67.37154,83.13337,91.79698,79.68039
Tieto,Information Technology And Services,"La Murette, Auvergne-Rhône-Alpes, France",France,5348.5796,Cybersecurity,2020,60.4199,59.62561,126.3375,66.20251
Commonwealth Bank,Financial Services,"Pymble, New South Wales, Australia",Australia,23169.363, Portfolio Management,2020,147.00928,60.407898,174.40685,82.42504
Nuance Communications,Computer Software,"Leiria, Leiria, Portugal",Portugal,2975.4817,Multimedia Authoring Software,2020,51.049206,57.285534,1.1405472,85.85972
Mount Sinai Health System,Hospital & Health Care,"Jakarta Pusat, Jakarta Raya, Indonesia",Indonesia,4194.8657,Transportation,2020,89.15013,50.214592,1.035258,72.49061
Loandepot,Financial Services,"Barueri, Sao Paulo, Brazil",Brazil,3240.808,Wealth Management,2020,193.62483,84.168274,95.997955,1.0323112
Robert Bosch Engineering And Business Solutions Ltd.,Information Technology And Services,"Portugal, Para, Brazil",Portugal,3728.8186,Cloud Services,2020,37.697254,49.14336,94.784164,77.26467
Instituto Mexicano Del Seguro Social,Hospital & Health Care,"Guipavas, Bretagne, France",France,6086.7993,Short-term hospitalization,2020,81.28286,48.42947,93.11039,66.46294
Mantech,Information Technology And Services,"Barneveld, Gelderland, Netherlands",Netherlands,5484.703,Cybersecurity,2020,81.81526,83.261955,186.94083,98.585754
Spectrum Health,Hospital & Health Care,"Zwijnaarde, East Flanders Province, Belgium",Belgium,5244.224,Transportation,2020,94.59001,81.017654,85.4592,76.81395
Rbc Investor & Treasury Services,Financial Services,"County Of Nottinghamshire, Nottinghamshire, United Kingdom",United Kingdom,3335.6199,Professional Advisory,2020,148.0039,74.03272,159.26057,105.16185
Asurion,Information Technology And Services,"Pretoria, Gauteng, South Africa",South Africa,4264.6113,Managed Print Services,2020,51.73554,48.090733,154.0809,76.77656
Verifone,Financial Services,"Albourne, West Sussex, United Kingdom",United Kingdom,2199.2227,Tax/Audit Consulting,2020,145.2325,1.0613139,113.69283,77.339935
Microsoft,Computer Software,"Gandia, Valencia, Spain",Spain,116962.18,Personal Productivity Software,2020,174.12009,1.1727923,128.0301,0.7093212
Ultimate Software,Computer Software,"Sandviga, Aust-Agder, Norway",Norway,4335.9136,Desktop Publishing,2020,38.19783,56.881966,133.62534,89.48383
Absa,Financial Services,"Tjele, Central Jutland, Denmark",Denmark,16961.86,Professional Advisory,2020,165.43784,87.87166,170.17976,1.1079342
Uchealth,Hospital & Health Care,"Tangerang, Banten, Indonesia",Indonesia,3885.3745,Laboratory services,2020,0.87275183,70.84853,93.43793,71.81453
Mindtree,Information Technology And Services,"Mohali, Punjab, India",India,6374.1187,Network Management,2020,58.832928,60.904636,170.63367,76.65084
Blackrock,Financial Services,"Oostende, West-Vlaanderen, Belgium",Belgium,14330.39,Capital Restructuring,2020,156.28236,70.71212,242.03745,93.50256
Howard Hanna Real Estate Services,Real Estate,"Zaragoza, Aragon, Spain",Spain,3435.036,Selling Real Estate,2020,116.080536,55.18864,110.37007,86.34625
Ge Healthcare,Hospital & Health Care,"Cologno Monzese, Lombardy, Italy",Italy,48321.266,General surgical services,2020,0.33912095,0.8023569,195.06877,50.49871
Watson Realty Corp.,Real Estate,"Julfa, Ras Al Khaimah, United Arab Emirates",United Arab Emirates,2399.846,Buying Real Estate,2020,126.131775,41.868282,196.84895,85.54931
Molina Healthcare,Hospital & Health Care,"Kista, Stockholm, Sweden",Sweden,8801.379,Laboratory services,2020,113.79552,75.06799,185.07777,93.13688
Efi,Computer Software,"Golmarmara, Manisa, Turkey",Turkey,1103.2804,Application Software,2020,49.260147,55.671764,138.18013,82.30462
Cognizant Technology Solutions,Information Technology And Services,"Brunswick, Niedersachsen, Germany",Germany,124441.32,Email Services,2020,210.00261,75.80731,198.52138,83.00478
Worldpay,Information Technology And Services,"Wavre, Brabant Wallon, Belgium",Belgium,5150.0903,Backup & Disaster Recovery,2020,1.6508399,62.799362,138.41177,116.08767
American Medical Response,Hospital & Health Care,"Jyvaeskylae, Central Finland, Finland",Finland,5424.6113,Emergency room services,2020,111.05053,71.89367,124.82514,87.69594
Robert Bosch Engineering And Business Solutions Ltd.,Information Technology And Services,"Surabaya, Jawa Timur, Indonesia",Indonesia,4284.234,Backup & Disaster Recovery,2020,38.94764,0.47915864,1.4538058,73.13842
Ingram Micro,Information Technology And Services,"Antony, Ile-De-France, France",France,17159.79,Email Services,2020,69.25186,64.70617,155.14534,83.346504
Globallogic,Computer Software,"South Lake Tahoe, California, United States",United States,4112.0186,System Software,2020,46.23978,0.6156076,141.81187,84.4068
Realty One Group,Real Estate,"Vila Nova De Famalicao, Braga, Portugal",Portugal,2202.5984,New Construction,2020,113.97183,57.415928,127.04154,86.7067
Tata Technologies,Information Technology And Services,"Ashburn, Virginia, United States",Singapore,5829.4536,Backup & Disaster Recovery,2020,75.43387,70.59115,153.84753,89.65524
Apollo Hospitals,Hospital & Health Care,"Bandung, Jawa Barat, Indonesia",Indonesia,5451.7295,Special surgical services,2020,97.14859,95.65657,1.4926903,1.4329746
The Hartford,Financial Services,"Mar Del Plata, Buenos Aires, Argentina",Argentina,17791.191,Stock Market,2020,162.60371,0.4428118,225.5508,81.973785
Capgemini,Information Technology And Services,"Tangerang, Jawa Barat, Indonesia",Indonesia,61133.582,Hardware support,2020,115.43056,51.42498,63.678947,4.3353057
Principal Financial Group,Financial Services,"Colombo, Western, Sri Lanka",Singapore,4978.4937,Wealth Management,2020,144.29626,53.84679,1.7741683,72.258125
Sap Successfactors,Computer Software,"Breckenridge, Colorado, United States",United States,2572.6523,Multiprogramming,2020,62.604134,77.71819,144.7777,93.67754
Igt,Computer Software,"Limonest, Auvergne-Rhône-Alpes, France",France,6016.8516,Application Software,2020,56.832935,66.75219,124.48802,1.1904286
Charles Schwab,Financial Services,"Midrand, Gauteng, South Africa",South Africa,13985.687,Mutual Funds,2020,168.51985,65.35596,185.7249,78.282074
Earthlink,Information Technology And Services,"Baden, Aargau, Switzerland",Switzerland,10021.026,Network Management,2020,71.09332,1.4286546,149.87099,96.00818
St. Luke'S Hospital,Hospital & Health Care,"Shenyang, Liaoning, China",China,5584.7896,X ray/radiology services,2020,104.345764,70.34844,243.56737,100.52731
Old Mutual,Financial Services,"Belgrano, Santiago Del Estero, Argentina",Argentina,5072.8887,Debt Management,2020,122.24521,74.218376,183.7225,0.35197705
Scripps Health,Hospital & Health Care,"Carnaxide, Lisbon, Portugal",Portugal,6209.6294,Emergency room services,2020,113.07746,88.55549,196.92607,96.611465
Sibcy Cline Realtors,Real Estate,"Stuttgart, Baden-Wurttemberg, Germany",Germany,688.94037,New Construction,2020,119.49468,9.709479,100.3988,77.6288
Duke University Health System,Hospital & Health Care,"Furstenfeldbruck, Bayern, Germany",Germany,3485.6187,Emergency room services,2020,73.30581,49.85122,95.52572,0.57865405
Principal Financial Group,Financial Services,"Preston, Victoria, Australia",Australia,3208.645,Insurance,2020,134.02448,0.9694658,156.46872,88.73996
Mcgrath Estate Agents,Real Estate,"Malaga, Andalucia, Spain",Spain,846.60443,Selling Real Estate,2020,118.90934,66.51776,122.28608,88.689545
Navy Federal Credit Union,Financial Services,"Randburg, Gauteng, South Africa",South Africa,5883.2505,Mutual Funds,2020,156.25177,53.48528,117.9358,77.32357
Csc,Information Technology And Services,"Santander, Cantabria, Spain",Spain,41689.09,Cybersecurity,2020,70.19676,77.88113,207.56856,59.71666
3I Infotech,Information Technology And Services,"Wellington, Wellington, New Zealand",New Zealand,2992.8455,Network Management,2020,58.76256,68.95465,57.738113,2.4256802
New York Life Insurance Company,Financial Services,"Boulogne-Billancourt, Ile-De-France, France",France,12573.116,Banking,2020,158.94032,1.6686496,70.473145,58.77461
Molina Healthcare,Hospital & Health Care,"Hyderabad, Andhra Pradesh, India",India,3924.8179,Mental health care,2020,83.44154,0.92590314,72.412025,81.57185
University Of Chicago Medicine,Hospital & Health Care,"Chácara, Minas Gerais, Brazil",Brazil,5731.677,Nutritional support,2020,78.05909,8.922893,131.68742,89.29071
Fairway Independent Mortgage Corporation,Financial Services,"Bandung, Jawa Barat, Indonesia",Indonesia,5956.3174,Banking,2020,2.710162,78.344894,146.9137,71.77229
Willis Towers Watson,Financial Services,"Cracow, Malopolskie, Poland",Poland,24994.168,Banking,2020,165.67093,85.768166,3.1499746,0.67504305
Tmf Group,Financial Services,"Ayot Saint Lawrence, Hertford, United Kingdom",United Kingdom,5037.2983,Mutual Funds,2020,167.2681,90.52491,176.37776,100.51101
Tishman Speyer,Real Estate,"Asker, Akershus, Norway",Norway,1497.7773,Property Staging,2020,129.2334,1.1475723,175.92426,93.6013
Discover Financial Services,Financial Services,"Loma Linda, California, United States",United States,9567.439,Debt Management,2020,165.23752,82.79714,191.39984,0.25625175
Kindred Healthcare,Hospital & Health Care,"Ascq, Nord-Pas-De-Calais, France",France,8913.629,X ray/radiology services,2020,100.44762,0.38788483,201.11809,79.721275
The Hartford,Financial Services,"Sharjah, Sharjah, United Arab Emirates",United Arab Emirates,13089.107,Debt Management,2020,175.91264,49.38887,1.3330891,93.71692
Vinci Energies,Information Technology And Services,"Richmond, Victoria, Australia",Australia,5347.876,Network Management,2020,85.33609,70.92912,165.66388,2.0795362
Ncr Corporation,Information Technology And Services,"Jakarta Pusat, Jakarta Raya, Indonesia",Indonesia,12378.049,Email Services,2020,81.803825,0.94041497,151.7994,66.78227
Discover Financial Services,Financial Services,"Portugal, Para, Brazil",Portugal,5803.027, Portfolio Management,2020,140.63028,48.159504,122.89749,83.030785
Northwell Health,Hospital & Health Care,"Balgat, Ankara, Turkey",Turkey,11229.916,Short-term hospitalization,2020,92.38098,45.66665,167.95064,64.21683
