Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Spectrum Health,Hospital & Health Care,"Kristiansund, More Og Romsdal, Norway",Norway,5676.0596,Special surgical services,2020,93.00075,46.493584,109.15959,68.51228
Rbc Investor & Treasury Services,Financial Services,"Hoensbroek, Limburg, Netherlands",Netherlands,1456.9343,Mutual Funds,2020,139.63968,0.88436306,83.87116,77.96302
K. Hovnanian Homes,Real Estate,"Lodi, Lombardia, Italy",Italy,1048.7922,Property consultants,2020,118.502426,47.5972,64.55976,1.3909695
Lopes Consultoria De Imóveis,Real Estate,"Docklands, Victoria, Australia",Australia,3386.5376,New Construction,2020,0.44060796,51.148113,194.41237,90.20498
Damac Properties,Real Estate,"Mexicali, Baja California, Mexico",Mexico,1230.6714,Selling Real Estate,2020,117.39749,57.992577,116.48182,0.8960199
Banner Health,Hospital & Health Care,"Siruseri, Tamil Nadu, India",India,14455.466,Transportation,2020,93.19985,2.0048532,213.28593,81.196434
Alibaba Group,Information Technology And Services,"Pozuelo De Alarcón, Madrid, Spain",Spain,2713.9924,Network Management,2020,46.173775,76.39577,162.00943,78.69509
Dalian Wanda Group,Real Estate,"Barat, West Java, Indonesia",Indonesia,1286.2092,Buying Real Estate,2020,111.63566,1.2531879,55.137306,85.33501
Pegasystems,Computer Software,"Hyvinkää, Uusimaa, Finland",Finland,5431.2095,Desktop Publishing,2020,39.518944,62.638546,156.23946,84.54448
Vmware,Computer Software,"Dubai, Dubai, United Arab Emirates",United Arab Emirates,12330.573,Database Management,2020,52.67364,59.990784,103.30898,70.39292
Stifel Financial Corp.,Financial Services,"Bandung, Jawa Barat, Indonesia",Indonesia,3700.06, Portfolio Management,2020,159.60454,80.82847,211.65417,93.88213
Old Mutual South Africa,Financial Services,"Ceret, Occitanie, France",France,5180.611,Wealth Management,2020,140.52159,53.49469,157.87755,85.13962
Hsbc,Financial Services,"Gdynia, Pomorskie, Poland",Poland,70784.65,Debt Management,2020,69.07618,73.63334,96.594925,0.9648985
Commonwealth Bank,Financial Services,"Baiyu, Xizang, China",China,12272.771, Portfolio Management,2020,115.961945,47.484383,115.59525,57.267235
Peacehealth,Hospital & Health Care,"Appenzell, Appenzell Innerrhoden, Switzerland",Switzerland,2334.537,Nutritional support,2020,1.3105886,55.23219,160.31499,0.38472393
Christus Health,Hospital & Health Care,"Jakarta, Jakarta Raya, Indonesia",Indonesia,3510.9624,Special surgical services,2020,76.892784,0.36213997,76.45981,61.562447
Angel Broking,Financial Services,"Istanbul, Istanbul, Turkey",Turkey,4120.061,Banking,2020,154.23119,65.17822,92.68483,81.776855
Nice Systems,Computer Software,"Poznan, Wielkopolskie, Poland",Poland,1729.5511,Application Software,2020,40.293842,63.04861,33.230614,73.42315
