Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
The Corcoran Group,Real Estate,"Kista, Stockholm, Sweden",Sweden,2203.4185,Home inspection,2020,128.31358,77.021385,171.54517,91.658676
Kindred Healthcare,Hospital & Health Care,"Buenos Aires, Buenos Aires F.D., Argentina",Argentina,13006.95,Mental health care,2020,122.55593,52.79595,295.3909,0.7661306
Tishman Speyer,Real Estate,"Colonia Cuauhtemoc, Estado De Mexico, Mexico",Mexico,1376.3228,Building contractors,2020,127.73557,1.47673,159.11401,92.13925
Alten,Information Technology And Services,"Bergen, Hordaland, Norway",Norway,3849.2566,Managed Print Services,2020,38.29978,59.52295,129.09398,73.56855
Exp Realty,Real Estate,"Gdynia, Pomorskie, Poland",Poland,4264.0146,Home inspection,2020,125.256096,0.8521524,155.10571,85.00693
Sapient,Information Technology And Services,"Hefei, Anhui, China",China,3177.2864,Cloud Services,2020,78.09146,56.21989,241.88004,75.60404
Pnc,Financial Services,"Lysaker, Akershus, Norway",Norway,32529.43,Mutual Funds,2020,139.31598,74.68643,95.07536,55.45569
Kaiser Permanente,Hospital & Health Care,"Heerenveen, Friesland, Netherlands",Netherlands,59527.723,Laboratory services,2020,151.3341,57.761147,93.09457,21.722534
Dell,Information Technology And Services,"Courbevoie, Ile-De-France, France",France,86021.414,Managed Print Services,2020,146.86343,66.82086,305.10062,0.14492644
Royal Lepage,Real Estate,"Itu, Sao Paulo, Brazil",Brazil,2275.0593,Selling Real Estate,2020,118.0986,50.878544,166.53812,89.520164
Vumc,Hospital & Health Care,"Stockholm, Stockholms Lan, Sweden",Sweden,2689.428,General surgical services,2020,104.14735,69.08805,0.7872709,85.86412
Apollo Hospitals,Hospital & Health Care,"Cracow, Malopolskie, Poland",Poland,4190.352,Laboratory services,2020,1.3597529,42.1733,0.8349517,74.58786
Navy Federal Credit Union,Financial Services,"Hereford, Herefordshire, United Kingdom",United Kingdom,7475.41,Wealth Management,2020,169.53932,63.78592,67.61695,87.909485
Spectrum Health,Hospital & Health Care,"Vicente Lopez, Buenos Aires, Argentina",Argentina,9584.14,Mental health care,2020,1.0364718,38.49793,159.15807,1.4054135
Efi,Computer Software,"Sariyer, Istanbul, Turkey",Turkey,2800.8992,Operating Systems,2020,67.27807,70.31383,208.50137,94.41132
Florida Hospital,Hospital & Health Care,"Monheim Am Rhein, North Rhine-Westphalia, Germany",Germany,5173.944,X ray/radiology services,2020,83.67252,68.530975,0.8467286,73.945404
University Of Chicago Medicine,Hospital & Health Care,"Ehningen, Baden-Württemberg Region, Germany",Germany,5056.561,Special surgical services,2020,106.20063,73.27972,182.7642,98.732605
Hca,Hospital & Health Care,"Julfa, Ras Al Khaimah, United Arab Emirates",United Arab Emirates,18604.225,X ray/radiology services,2020,103.859604,71.63155,170.20651,82.57176
Reecenichols Real Estate,Real Estate,"Oviedo, Asturias, Spain",Spain,1896.9702,Buying Real Estate,2020,124.54457,71.271416,1.8927581,-0.9400909
Discover Financial Services,Financial Services,"Perth, Western Australia, Australia",Australia,5616.158,Mutual Funds,2020,0.8799731,0.5380598,1.584879,74.53402
Spotify,Computer Software,"Sariyer, Istanbul, Turkey",Turkey,4284.7183,Database Management,2020,45.580727,50.99213,166.73567,86.87576
Merrill Lynch,Financial Services,"La Plata, Buenos Aires, Argentina",Argentina,34117.445, Portfolio Management,2020,121.819756,70.89098,184.00961,1.193959
Computacenter,Information Technology And Services,"Pozuelo De Alarcón, Madrid, Spain",Spain,5969.4077,Help Desk Support,2020,58.70177,84.38309,2.5550032,69.236305
Workday,Computer Software,"Queretaro, Queretaro, Mexico",Mexico,4430.7817,Personal Productivity Software,2020,46.865154,73.09843,92.29027,80.02748
Northwestern Mutual,Financial Services,"Stroudsburg, Pennsylvania, United States",United States,21683.533,Wealth Management,2020,146.17119,77.70023,141.57393,76.02705
Ryan Homes,Real Estate,"Colombo, Western, Sri Lanka",Singapore,1250.81,Home inspection,2020,2.658082,58.417747,193.17015,1.6602064
Pegasystems,Computer Software,"Hyvinkää, Uusimaa, Finland",Finland,2310.9023,Multimedia Authoring Software,2020,47.39775,57.58623,191.19263,0.7001785
Dell,Information Technology And Services,"Tromsø, Troms, Norway",Norway,69099.41,Hardware support,2020,2.396825,81.34718,195.39276,48.216908
Chicago Title,Real Estate,"Box, Uusimaa, Finland",Finland,2351.4678,Building contractors,2020,125.71024,0.76730514,207.08498,85.72911
Fraser Health Authority,Hospital & Health Care,"Baden, Aargau, Switzerland",Switzerland,4419.7495,General surgical services,2020,92.413025,1.1539574,169.00983,94.15245
Diebold Nixdorf,Financial Services,"Dubai, Dubai, United Arab Emirates",United Arab Emirates,11482.985,Wealth Management,2020,174.12842,62.322647,210.56407,88.42467
First Data Corporation,Financial Services,"North Shore, Auckland, New Zealand",New Zealand,13696.675,Debt Management,2020,168.35855,60.141464,268.8398,80.98814
Cleveland Clinic,Hospital & Health Care,"Laren, Noord-Holland, Netherlands",Netherlands,18878.121,X ray/radiology services,2020,99.446915,63.85935,108.70667,69.97482
Alliance Residential Company,Real Estate,"Firenze, Tuscany, Italy",Italy,1135.7258,Building contractors,2020,113.44181,42.93826,132.00446,86.10731
Uchealth,Hospital & Health Care,"Lindon, Utah, United States",United States,4571.7056,Transportation,2020,72.372475,66.33883,65.65517,66.646835
Polaris Financial Technology Limited,Information Technology And Services,"Visby, Gotland, Sweden",Sweden,7812.0757,Managed Print Services,2020,89.76398,81.13191,187.28464,1.0233865
