Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Kaiser Permanente,Hospital & Health Care,"Sint Hubert, North Brabant, Netherlands",Netherlands,52368.4,X ray/radiology services,2020,150.66277,54.571068,172.759,23.271753
Northern Trust Corporation,Financial Services,"Kristiansand, Vest-Agder, Norway",Norway,7737.963,Debt Management,2020,1.6718154,46.795223,177.8321,57.145485
Informatica,Computer Software,"Liverpool, New South Wales, Australia",Australia,4472.346,Desktop Publishing,2020,63.199192,0.09836626,218.62523,100.56831
Mantech,Information Technology And Services,"Hemel Hempstead, Hertford, United Kingdom",United Kingdom,3378.355,Hardware support,2020,58.813274,53.07835,133.88573,90.108475
Howard Hanna Real Estate Services,Real Estate,"Edenvale, Gauteng, South Africa",South Africa,4925.634,Property Staging,2020,115.329735,50.28338,117.75083,97.27933
Diebold Nixdorf,Financial Services,"Juarez, Mexico, Mexico",Mexico,7755.4326,Tax/Audit Consulting,2020,123.944305,52.662556,90.38674,1.3863951
Allen Tate Realtors,Real Estate,"Julfa, Ras Al Khaimah, United Arab Emirates",United Arab Emirates,2468.4668,Selling Real Estate,2020,118.703384,55.059025,254.52501,87.24268
Allscripts,Computer Software,"Poortugaal, South Holland, Netherlands",Netherlands,10097.939,Multiprogramming,2020,0.6730958,0.7232069,173.53197,87.724815
Globant,Information Technology And Services,"Kingston, Ontario, Canada",Canada,3250.7725,Email Services,2020,50.083355,73.254616,159.87425,69.90158
Re/Max,Real Estate,"Chengdu, Sichuan, China",China,11491.718,Property consultants,2020,128.57355,51.221764,160.13454,75.28089
Voya Financial,Financial Services,"Kortrijk, West-Vlaanderen, Belgium",Belgium,2347.639,Debt Management,2020,138.57178,55.983536,155.75978,68.90023
Quest Diagnostics,Hospital & Health Care,"Selatan, East Java, Indonesia",Indonesia,10535.969,X ray/radiology services,2020,98.51798,60.363716,96.653755,86.815475
Centene Corporation,Hospital & Health Care,"Bangalore, Karnataka, India",India,8147.1914,Emergency room services,2020,120.29936,82.52391,173.84192,84.7845
Yardi,Computer Software,"Juarez, Mexico, Mexico",Mexico,2074.835,Application Software,2020,44.750904,57.990303,154.38945,0.11311578
Dimension Data,Information Technology And Services,"Drøbak, Akershus, Norway",Norway,9382.756,Hardware support,2020,68.04729,74.208374,112.57323,60.519093
Peacehealth,Hospital & Health Care,"La Plata, Buenos Aires, Argentina",Argentina,3160.6414,Emergency room services,2020,0.47340244,72.93365,1.9356127,1.1119628
Netsuite,Computer Software,"Porto, Porto, Portugal",Portugal,8438.24,Application Software,2020,0.85767996,63.84844,182.6305,85.59481
Momentum,Financial Services,"Sariyer, Istanbul, Turkey",Turkey,4273.772,Banking,2020,150.81494,48.08682,110.11197,100.934235
Virtusa,Computer Software,"Croydon, Greater London, United Kingdom",United Kingdom,5721.2217,Database Management,2020,43.87614,52.26531,0.4920895,1.3560021
Advocate Health Care,Hospital & Health Care,"Lasne, Walloon Brabant Province, Belgium",Belgium,4730.023,Transportation,2020,88.842125,66.71142,112.07227,1.0445869
F-Secure Corporation,Computer Software,"Port Elizabeth, Eastern Cape, South Africa",South Africa,1717.4481,Multiprogramming,2020,66.38373,61.40837,184.74535,98.169426
Amc,Hospital & Health Care,"Ellerslie, Auckland, New Zealand",New Zealand,5052.2437,Transportation,2020,87.00862,54.85922,111.39624,83.88905
Igt,Computer Software,"Stockholm, Stockholms Lan, Sweden",Sweden,5658.4097,Multiprogramming,2020,0.88764954,0.49257872,110.78851,93.525475
Unitedhealth Group,Hospital & Health Care,"Wetzikon, Zurich, Switzerland",Switzerland,50152.38,Laboratory services,2020,158.67436,74.86342,71.63263,28.389362
Opentext,Computer Software,"Brussels, Brussels Capital, Belgium",Belgium,7811.5684,User Interface,2020,0.65083486,63.24235,88.333534,88.18154
Sopra Steria,Information Technology And Services,"Leeuwarden, Friesland, Netherlands",Netherlands,29936.375,Backup & Disaster Recovery,2020,56.843246,74.534744,125.16252,77.363686
Northern Trust Corporation,Financial Services,"Umraniye, Istanbul, Turkey",Turkey,7422.6147,Professional Advisory,2020,109.23946,66.14495,46.05566,71.41543
Freddie Mac,Financial Services,"Lowell, Massachusetts, United States",Singapore,6539.9336,Mutual Funds,2020,1.2200023,75.21448,1.1374474,104.849915
Servicenow,Computer Software,"Brumunddal, Hedmark, Norway",Norway,5981.1826,Database Management,2020,56.967308,62.854427,179.66722,85.83536
Hsbc Global Banking And Markets,Financial Services,"Poznan, Wielkopolskie, Poland",Poland,6861.3955,Wealth Management,2020,1.602735,58.30281,85.57649,1.158883
Avanade,Information Technology And Services,"New York, New York, United States",Singapore,8609.218,Cloud Services,2020,85.37205,81.75008,122.10777,96.55729
Imss,Hospital & Health Care,"Julfa, Ras Al Khaimah, United Arab Emirates",United Arab Emirates,21917.465,X ray/radiology services,2020,72.1499,83.88846,2.1406279,0.43713525
Peacehealth,Hospital & Health Care,"Appenzell, Appenzell Innerrhoden, Switzerland",Switzerland,5011.961,Short-term hospitalization,2020,109.45073,62.9209,207.5564,91.39826
Lincoln Property Company,Real Estate,"Tampere, Pirkanmaa, Finland",Finland,3111.544,Selling Real Estate,2020,0.9668844,2.233507,107.90578,91.87122
