Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Softtek,Information Technology And Services,"Jakarta Pusat, Jakarta Raya, Indonesia",Indonesia,3225.9995,Backup & Disaster Recovery,2020,60.23003,41.09041,88.27384,1.634013
Re/Max,Real Estate,"Suzhou, Jiangsu, China",China,16359.429,New Construction,2020,104.55286,61.06662,125.034325,67.50079
Sopra Steria,Information Technology And Services,"Diegem, Flanders, Belgium",Belgium,16486.629,Cloud Services,2020,2.3014693,68.70204,93.64146,70.00088
Efi,Computer Software,"Bau, Mato Grosso, Brazil",Brazil,1288.1556,Desktop Publishing,2020,34.89137,0.93298143,46.633904,79.7287
Usaa,Financial Services,"New York, New York, United States",United States,10098.969,Wealth Management,2020,146.91203,59.45865,0.73412,53.265553
The Keyes Company,Real Estate,"Fornebu, Akershus, Norway",Norway,1259.1735,Property consultants,2020,119.50661,60.765343,112.082695,86.29851
Barclaycard,Financial Services,"Leon, Guanajuato, Mexico",Mexico,2519.99,Banking,2020,132.69997,37.731686,197.15263,72.86684
Maxim Healthcare Services,Hospital & Health Care,"Saint John, New Brunswick, Canada",Canada,5804.696,Laboratory services,2020,81.68504,57.365833,136.74088,1.2009637
Alibaba Group,Information Technology And Services,"Lausanne, Vaud, Switzerland",Switzerland,4724.6772,Email Services,2020,0.2449148,0.7512229,231.25612,74.172104
Hexaware Technologies,Information Technology And Services,"Saarbrucken, Saarland, Germany",Germany,7468.383,Help Desk Support,2020,47.21641,50.420334,138.03523,77.697334
Brasil Brokers,Real Estate,"La Defense, Hauts-De-Seine, France",France,2870.7126,Property Staging,2020,124.42616,77.15622,169.41724,95.161476
Unc Health Care,Hospital & Health Care,"Carouge, Geneva, Switzerland",Switzerland,4875.4214,Blood services,2020,102.93024,0.84107935,154.13414,87.38045
University Of Chicago Medicine,Hospital & Health Care,"Munich, Bavaria, Germany",Germany,4.022618,Transportation,2020,89.63024,68.669685,142.25713,82.73389
Henry Ford Health System,Hospital & Health Care,"Dois Vizinhos, Parana, Brazil",Brazil,5162.176,Special surgical services,2020,87.81235,54.723774,95.983284,70.17756
Ultimate Software,Computer Software,"Taveiro, Coimbra, Portugal",Portugal,996.5644,Database Management,2020,0.612598,31.140072,160.57645,1.7685593
Ifc - International Finance Corporation,Financial Services,"Gillette, Wyoming, United States",United States,2822.543,Banking,2020,148.57904,55.100838,55.85281,82.33688
Insight,Information Technology And Services,"El Dorado, California, United States",Canada,7472.9785,Hardware support,2020,64.66078,72.95072,2.4473968,0.9463791
Csc,Information Technology And Services,"Thiruvananthapuram, Kerala, India",India,39156.797,Email Services,2020,0.943208,51.91907,221.6429,57.201454
Wellstar Health System,Hospital & Health Care,"Northwich, Cheshire, United Kingdom",United Kingdom,6452.437,Laboratory services,2020,99.80674,67.869095,142.66586,88.492
Howard Hanna Real Estate Services,Real Estate,"Warrington, Pennsylvania, United States",United States,4607.7827,Home inspection,2020,123.51493,1.2335039,232.38242,87.40205
Ca Technologies,Computer Software,"Stockholm, Stockholms Lan, Sweden",Sweden,13162.039,Operating Systems,2020,66.449776,0.8297957,125.8747,79.142914
Micro Focus,Computer Software,"Bremen, Bremen, Germany",Germany,4888.79,System Software,2020,59.74825,50.15894,75.33871,85.43994
Tieto,Information Technology And Services,"La Murette, Auvergne-Rhône-Alpes, France",France,7659.36,Help Desk Support,2020,57.488796,37.118523,87.926094,64.96259
The Keyes Company,Real Estate,"Stoney Creek, Ontario, Canada",Canada,1041.514,Home inspection,2020,112.8712,51.617344,90.06437,85.57214
Swedish Medical Center,Hospital & Health Care,"Leicester, Leicestershire, United Kingdom",United Kingdom,3798.9512,Special surgical services,2020,88.800186,58.58764,65.377335,79.377464
Vertiv Co,Computer Software,"Dehradun, Uttarakhand, India",India,2844.0461,Operating Systems,2020,63.068897,0.879763,151.88974,1.7432002
Halstead Property,Real Estate,"Mortsel, Flanders, Belgium",Belgium,1382.1421,Property Staging,2020,120.46202,78.08634,126.40591,0.7951755
Kb Home,Real Estate,"Poznan, Wielkopolskie, Poland",Poland,1360.3318,Selling Real Estate,2020,110.992805,1.7590069,108.81375,0.6091175
Vanke,Real Estate,"Langley, British Columbia, Canada",Canada,1484.5072,Property consultants,2020,118.228615,60.39829,108.9412,81.986084
Upmc,Hospital & Health Care,"Bombay, Maharashtra, India",India,7608.5435,Transportation,2020,85.27531,45.6188,89.5847,64.51626
The Agency,Real Estate,"Aabenraa, Syddanmark, Denmark",Denmark,858.5555,New Construction,2020,117.675224,34.683956,87.27052,0.56086934
Sap Successfactors,Computer Software,"Mariano Moreno, Buenos Aires, Argentina",Argentina,777.52844,Application Software,2020,45.82882,66.46667,201.61101,93.194984
Ziprealty,Real Estate,"Norcross, Georgia, United States",Singapore,1431.4219,Building contractors,2020,129.46642,84.52644,160.3728,95.243965
Ryan Homes,Real Estate,"Santa Clara, California, United States",Singapore,1459.4783,Buying Real Estate,2020,124.04241,59.22299,165.42642,88.048225
Vinci Energies,Information Technology And Services,"Södertälje, Stockholm, Sweden",Sweden,5799.4053,Backup & Disaster Recovery,2020,88.738655,81.391136,181.3794,116.124405
Bupa,Hospital & Health Care,"Windsor, Ontario, Canada",Canada,7011.297,Blood services,2020,93.40611,0.42214984,129.9773,97.234566
Krajowy Fundusz Kapitałowy Sa,Financial Services,"Vevey, Vaud, Switzerland",Switzerland,3598.5786,Wealth Management,2020,130.8295,49.75831,131.82597,0.4351455
Mercy,Hospital & Health Care,"Claremont, Western Cape, South Africa",South Africa,5500.7036,Mental health care,2020,95.59471,1.9903692,56.086483,2.2935803
Commonwealth Bank,Financial Services,"Newstead, Queensland, Australia",Australia,26494.88,Debt Management,2020,165.54173,76.351395,150.50902,78.34541
Texas Health Resources,Hospital & Health Care,"Longbridge, Birmingham, United Kingdom",United Kingdom,6119.3813,Nutritional support,2020,100.65329,55.68757,231.02197,81.28488
Northwestern Mutual,Financial Services,"Fredericia, Syddanmark, Denmark",Denmark,25117.953,Debt Management,2020,193.98431,0.9394306,213.2325,73.439545
St. Joseph Hospital,Hospital & Health Care,"Turku, Finland Proper, Finland",Finland,6557.0938,X ray/radiology services,2020,116.98397,69.573685,190.68828,112.26982
Angel Broking,Financial Services,"Arhus, Midtjylland, Denmark",Denmark,5086.596,Debt Management,2020,156.8101,77.27435,164.77359,114.50151
Opentext,Computer Software,"Thornhill, Ontario, Canada",Canada,4094.2258,Multimedia Authoring Software,2020,0.5122602,66.061714,100.19711,74.762566
Hcl Technologies (Infrastructure Services Division),Information Technology And Services,"Porto Salvo, Lisbon, Portugal",Portugal,4074.252,Cybersecurity,2020,35.30604,0.5412201,90.016396,0.89638436
Motorola Solutions,Information Technology And Services,"Ajax, Ontario, Canada",Canada,12631.232,IT Consulting,2020,66.95986,74.29192,201.29642,56.068443
Community Health Systems,Hospital & Health Care,"Croydon, Greater London, United Kingdom",United Kingdom,6838.868,X ray/radiology services,2020,1.1496605,68.21105,174.23193,85.75223
Rbc Investor & Treasury Services,Financial Services,"Woodbridge, Ontario, Canada",Canada,3549.605,Capital Restructuring,2020,163.51965,90.70666,147.17435,0.3745637
Nice Systems,Computer Software,"Poznan, Wielkopolskie, Poland",Poland,2179.921,Multiprogramming,2020,42.863834,56.322285,151.8873,87.21285
The Corcoran Group,Real Estate,"Bryanston, Gauteng, South Africa",South Africa,1253.6506,Property consultants,2020,116.71727,59.883186,85.53515,1.1769568
Royal Lepage,Real Estate,"Lisbon, Lisbon, Portugal",Portugal,3976.6807,New Construction,2020,125.50313,86.917656,204.99338,94.19098
Fujitsu,Information Technology And Services,"Fresno, California, United States",Canada,22219.285,Email Services,2020,94.329796,80.8221,201.31995,93.43707
Vancouver Coastal Health,Hospital & Health Care,"Hefei, Anhui, China",China,6299.8994,Emergency room services,2020,103.962746,73.18325,127.278694,0.7750398
Capgemini,Information Technology And Services,"Bunnik, Utrecht, Netherlands",Netherlands,77293.48,Managed Print Services,2020,125.05131,2.0511112,154.7231,5.165932
The Mathworks,Computer Software,"Helsingborg, Skåne, Sweden",Sweden,4081.4153,Multimedia Authoring Software,2020,66.18307,53.939213,221.31949,85.33488
Rms,Computer Software,"Cuauhtemoc, Zacatecas, Mexico",Mexico,2265.3098,System Software,2020,51.40638,63.915436,168.92949,93.606964
Guild Mortgage,Real Estate,"Sandviga, Aust-Agder, Norway",Norway,1253.9081,Architects,2020,116.86965,60.467224,177.64645,86.7376
Davita,Hospital & Health Care,"Ipswich, Suffolk, United Kingdom",United Kingdom,16279.385,X ray/radiology services,2020,86.94307,70.46752,65.94181,83.13543
Adobe,Computer Software,"Agua Branca, Sao Paulo, Brazil",Brazil,11150.234,Desktop Publishing,2020,49.399662,1.3678508,125.902596,70.927124
Altus Group,Real Estate,"Mariano Moreno, Buenos Aires, Argentina",Argentina,1538.2693,Rental and investment properties,2020,126.26629,0.971909,248.1616,87.00229
Amc,Hospital & Health Care,"Gosselies, Hainaut Province, Belgium",Belgium,6760.8276,Transportation,2020,110.99562,2.916687,171.84906,63.81814
L&T Infotech,Information Technology And Services,"Taylor, Florida, United States",United States,9665.579,Cybersecurity,2020,67.451584,0.9044668,128.16545,66.25953
Verifone,Financial Services,"Albourne, West Sussex, United Kingdom",United Kingdom,4460.8726,Professional Advisory,2020,183.52547,62.075214,235.12881,110.18193
