Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Molina Healthcare,Hospital & Health Care,"Bhilai, Chhattisgarh, India",India,3977.4133,Mental health care,2020,-0.0136892535,63.887833,175.53447,65.85334
Fraser Health Authority,Hospital & Health Care,"Schlieren, Zurich, Switzerland",Switzerland,3266.2883,General surgical services,2020,1.1289572,56.09586,136.41,76.5902
Unc Health Care,Hospital & Health Care,"Gliwice, Slaskie, Poland",Poland,2597.168,X ray/radiology services,2020,95.357796,67.64165,154.90373,80.49825
Reecenichols Real Estate,Real Estate,"La Plata, Buenos Aires, Argentina",Argentina,2791.502,Architects,2020,135.43307,52.746162,205.32002,91.9364
Ryan Homes,Real Estate,"Tauranga, Gisborne, New Zealand",New Zealand,1302.5088,Rental and investment properties,2020,0.47575858,79.94682,151.58698,83.21233
Symantec,Computer Software,"Wellington, Florida, United States",New Zealand,8409.978,System Software,2020,0.7992003,82.22688,1.0208567,76.113655
Dalian Wanda Group,Real Estate,"Barrie, Ontario, Canada",Canada,3755.5366,Architects,2020,119.79817,0.49846807,208.6388,88.21488
Redfin,Real Estate,"Baudour, Hainaut Province, Belgium",Belgium,1517.1818,Buying Real Estate,2020,115.16383,63.109043,102.156006,84.74836
Cartus,Real Estate,"Ruschlikon, Zurich, Switzerland",Switzerland,1183.7081,Selling Real Estate,2020,115.23558,72.77288,75.46351,85.80636
Capgemini,Information Technology And Services,"Wrocław, Lower Silesia, Poland",Poland,73623.984,Hardware support,2020,144.66649,0.26747394,1.6528361,7.506427
Ca Technologies,Computer Software,"Kingston Upon Hull, Kingston Upon Hull, United Kingdom",United Kingdom,6698.594,System Software,2020,55.999683,67.93158,58.410217,77.59704
Knight Frank,Real Estate,"Edgecliff, New South Wales, Australia",Australia,4271.2583,Home inspection,2020,114.375984,76.5548,159.99416,84.391495
Irvine Company,Real Estate,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,2304.66,Home inspection,2020,116.87884,45.817112,280.2838,85.312546
Bentley Systems,Computer Software,"Kurnell, New South Wales, Australia",Australia,1839.7372,Multiprogramming,2020,44.574253,1.5998849,97.064835,79.63264
Servicenow,Computer Software,"Ataşehir, Istanbul, Turkey",Turkey,5711.83,Application Software,2020,0.21696751,0.36890167,237.47957,85.47701
Momentum,Financial Services,"İStanbul, Istanbul, Turkey",Turkey,2356.5244, Portfolio Management,2020,129.06996,65.08623,180.92902,79.09304
The Children'S Hospital Of Philadelphia,Hospital & Health Care,"Jakarta Pusat, Jakarta Raya, Indonesia",Indonesia,7921.9077,Mental health care,2020,94.75859,47.685986,188.75659,0.5699358
Softserve,Computer Software,"Rivonia, Gauteng, South Africa",South Africa,2050.426,Application Software,2020,49.61997,59.045666,84.97532,85.568
Atos,Information Technology And Services,"Waterloo, Ontario, Canada",Canada,25622.504,Network Management,2020,60.166756,0.87354827,1.023226,0.94989955
Nyu Langone Medical Center,Hospital & Health Care,"Nieuwegein, Utrecht, Netherlands",Netherlands,5674.8115,Transportation,2020,84.64835,57.479717,81.95585,74.11133
Citi,Financial Services,"Pretoria, Gauteng, South Africa",South Africa,90494.9, Portfolio Management,2020,278.92175,81.20096,1.6945968,88.8744
Capco,Financial Services,"Goes, Zeeland, Netherlands",Netherlands,3103.6335,Wealth Management,2020,151.06746,84.88158,90.833046,0.65328586
Coldwell Banker Residential Brokerage,Real Estate,"Newstead, Queensland, Australia",Australia,12630.777,Rental and investment properties,2020,137.61754,43.448612,98.33772,76.666275
Md Anderson Cancer Center,Hospital & Health Care,"Mariano Moreno, Buenos Aires, Argentina",Argentina,12140.448,X ray/radiology services,2020,117.2997,67.41684,185.8397,97.19336
Knight Frank,Real Estate,"Uberlândia, Minas Gerais, Brazil",Brazil,2861.3018,Property consultants,2020,117.96177,1.086354,88.02555,86.3378
John L Scott Real Estate,Real Estate,"Shanghai, Shanghai, China",China,3436.6875,Home inspection,2020,135.96921,57.619545,90.532234,81.93966
Abbott,Hospital & Health Care,"Drammen, Buskerud, Norway",Norway,44611.16,Transportation,2020,70.71915,0.57055014,142.79121,63.645195
Watson Realty Corp.,Real Estate,"Sant Joan Despí, Catalonia, Spain",Spain,1293.1727,Home inspection,2020,123.20285,70.91348,131.85132,86.95008
Servicenow,Computer Software,"Alexandria, New South Wales, Australia",Australia,3840.1675,Operating Systems,2020,1.0092671,0.6962539,1.2137939,84.02936
Caci International Inc,Information Technology And Services,"Buenos Aires, Buenos Aires F.D., Argentina",Argentina,12729.784,Managed Print Services,2020,70.87392,80.55353,0.6688415,90.28421
Northside Hospital,Hospital & Health Care,"Tangerang, Jawa Barat, Indonesia",Indonesia,3436.1628,Special surgical services,2020,91.03495,70.59481,138.5031,68.8295
Franklin Templeton Investments,Financial Services,"Larvik, Vestfold, Norway",Norway,7551.8887,Wealth Management,2020,159.34619,1.1284258,104.56078,87.508934
Lehigh Valley Health Network,Hospital & Health Care,"Port Elizabeth, Eastern Cape, South Africa",South Africa,3926.0078,X ray/radiology services,2020,1.1844997,0.5322494,209.42151,88.95936
Franklin Templeton Investments,Financial Services,"Larvik, Vestfold, Norway",Norway,4238.5547, Portfolio Management,2020,143.581,49.561844,79.663475,79.24894
Micro Focus,Computer Software,"Lisbon, Lisbon, Portugal",Portugal,2791.2456,Database Management,2020,49.303944,0.15828556,1.1396028,74.32805
Royal Lepage,Real Estate,"Istanbul, Istanbul, Turkey",Turkey,4493.047,New Construction,2020,2.0346398,61.620327,100.15097,94.01842
