Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
"Lexmark International, Inc.",Information Technology And Services,"Santa Clara, California, United States",Singapore,8196.961,Hardware support,2020,69.757,73.88801,256.8074,0.6615808
3I Infotech,Information Technology And Services,"Aartselaar, Antwerpen, Belgium",Belgium,4988.996,Network Management,2020,55.662033,66.456604,253.28195,90.42526
Kindred Healthcare,Hospital & Health Care,"Lochristi, Oost-Vlaanderen, Belgium",Belgium,11393.716,Laboratory services,2020,80.35836,1.5640603,148.18323,84.06322
Lifespan,Hospital & Health Care,"Yvoir, Namur, Belgium",Belgium,17048.035,Nutritional support,2020,80.257225,64.369286,144.89139,65.45579
Avanade,Information Technology And Services,"Matosinhos, Porto, Portugal",Portugal,11271.14,Backup & Disaster Recovery,2020,97.68814,55.000977,211.54248,95.86248
Quest Diagnostics,Hospital & Health Care,"Vaasa, Ostrobothnia, Finland",Finland,13974.329,Transportation,2020,1.8635306,70.52743,246.85237,81.86903
Barclaycard,Financial Services,"Neu Isenburg, Hesse, Germany",Germany,4102.255,Mutual Funds,2020,116.96491,60.397167,182.80872,78.944496
Baylor Scott & White Health,Hospital & Health Care,"Pondicherry, Puducherry, India",India,11504.499,Short-term hospitalization,2020,102.24342,80.96619,107.012184,78.88763
Rbc Investor & Treasury Services,Financial Services,"Campo Bom, Rio Grande Do Sul, Brazil",Brazil,2378.693,Mutual Funds,2020,153.1776,0.7541088,106.54103,70.867256
Fujitsu,Information Technology And Services,"Midrand, Gauteng, South Africa",South Africa,22573.834,Managed Print Services,2020,87.14,74.04087,114.814804,87.14513
Vancouver Coastal Health,Hospital & Health Care,"Burlingame, California, United States",United States,4886.532,X ray/radiology services,2020,0.86532164,49.93015,188.62967,90.61275
Discover Financial Services,Financial Services,"Jyvaeskylae, Central Finland, Finland",Finland,8920.364,Tax/Audit Consulting,2020,147.76549,74.574814,159.01782,80.55468
Teradata,Information Technology And Services,"Katowice, Slaskie, Poland",Poland,11651.447,Computer Training,2020,50.907864,82.54294,176.27846,83.53196
World Financial Group (Wfg),Financial Services,"Ede, Gelderland, Netherlands",Netherlands,5162.639,Mutual Funds,2020,124.772736,52.435066,158.73462,76.98782
Danske Bank,Financial Services,"City Of Johannesburg Metropolitan Municipality, Gauteng, South Africa",South Africa,12262.541,Banking,2020,145.8178,69.68563,190.9825,96.844154
The Hartford,Financial Services,"Córdoba, Cordoba, Argentina",Argentina,6502.6064,Insurance,2020,0.55361617,64.21178,124.66794,76.46423
3I Infotech,Information Technology And Services,"Asker, Akershus, Norway",Norway,5867.9346,IT Consulting,2020,88.53199,67.59452,130.35931,98.612274
Halstead Property,Real Estate,"Chrysopolis, Istanbul, Turkey",Turkey,1906.381,Selling Real Estate,2020,126.75499,65.38306,85.14539,90.19081
Allscripts,Computer Software,"Winschoten, Groningen, Netherlands",Netherlands,5452.1235,System Software,2020,57.559948,66.57634,127.79267,1.0227301
Suntrust Bank,Financial Services,"Boxtel, Noord-Brabant, Netherlands",Netherlands,12887.499,Banking,2020,143.90001,75.49747,210.6027,92.116974
Compucom,Information Technology And Services,"Balgat, Ankara, Turkey",Turkey,3.672298,Email Services,2020,47.99305,62.764313,192.88968,1.8322058
Newmark Knight Frank,Real Estate,"Kista, Stockholm, Sweden",Sweden,1864.7158,Building contractors,2020,120.209015,1.3068624,60.314262,84.654655
Bbc Worldwide,Computer Software,"Portugal, Portalegre, Portugal",Portugal,2633.9106,Operating Systems,2020,36.732464,74.06886,0.37467095,92.10523
Comarch,Computer Software,"Gloucester, Gloucestershire, United Kingdom",United Kingdom,2551.4846,Application Software,2020,61.579712,70.30388,159.27982,90.248344
Worldpay,Information Technology And Services,"Salamanca, Castille And León, Spain",Spain,3119.6284,Cloud Services,2020,55.822674,48.97674,117.64817,74.981766
Unitedhealth Group,Hospital & Health Care,"Rambouillet, Île-De-France, France",France,43871.043,X ray/radiology services,2020,161.37793,77.92002,168.86697,40.688457
Krajowy Fundusz Kapitałowy Sa,Financial Services,"Maslak, Istanbul, Turkey",Turkey,4550.12,Capital Restructuring,2020,143.78705,84.79186,76.2365,93.57155
Cyient,Information Technology And Services,"Hyvinkää, Uusimaa, Finland",Finland,4105.9688,Help Desk Support,2020,48.875042,56.766632,86.502884,82.436295
Northwestern Mutual,Financial Services,"Norwood, Massachusetts, United States",United States,17429.885,Insurance,2020,151.21811,63.983963,140.32808,54.113064
Ge Digital,Computer Software,"Drammen, Buskerud, Norway",Norway,5206.731,Database Management,2020,55.996986,91.588646,1.2225723,1.1080433
Massmutual Financial Group,Financial Services,"Singapore, Central Singapore, Singapore",Singapore,10031.165,Debt Management,2020,170.77646,46.737762,195.242,99.69551
Ptc,Computer Software,"Aalborg, Nordjylland, Denmark",Denmark,7590.695,Multimedia Authoring Software,2020,57.647873,91.0511,111.80519,0.895783
Sibcy Cline Realtors,Real Estate,"Gainesville, Georgia, United States",United States,1222.6296,Property consultants,2020,119.67822,77.4949,127.93171,81.91242
Sap Successfactors,Computer Software,"Gdansk, Pomorskie, Poland",Poland,2011.6055,Operating Systems,2020,41.76726,70.08047,137.69333,99.56587
Orlando Health,Hospital & Health Care,"Lane Cove, New South Wales, Australia",Australia,5974.794,Transportation,2020,98.22108,66.01921,113.5481,77.628555
Northshore University Healthsystem,Hospital & Health Care,"Norderstedt, Schleswig-Holstein, Germany",Germany,5274.5806,Mental health care,2020,114.63208,76.64283,150.6591,89.13746
Equifax,Financial Services,"Almelo, Overijssel, Netherlands",Netherlands,4829.4272,Capital Restructuring,2020,155.94023,49.282093,163.57805,90.66878
Fairway Independent Mortgage Corporation,Financial Services,"Fairfield, Iowa, United States",United States,3054.1833,Banking,2020,136.99837,40.51864,108.113495,75.43414
Lehigh Valley Health Network,Hospital & Health Care,"Jumeirah, Dubai, United Arab Emirates",United Arab Emirates,2899.762,X ray/radiology services,2020,86.33223,44.31465,123.965996,69.7562
Spectrum Health,Hospital & Health Care,"Asker, Akershus, Norway",Norway,4671.0933,Blood services,2020,81.47109,46.455414,112.66435,0.95348024
Cdk Global,Computer Software,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,6665.423,Multiprogramming,2020,57.01574,74.83237,232.01237,88.65211
Saic,Information Technology And Services,"County Of Derbyshire, Derbyshire, United Kingdom",United Kingdom,17950.469,Backup & Disaster Recovery,2020,1.3372059,1.5794892,199.11108,92.12085
Instagram,Computer Software,"Warsaw, Mazowieckie, Poland",Poland,2517.7705,Database Management,2020,36.016834,56.659767,165.82312,90.03145
Apollo Hospitals,Hospital & Health Care,"Chicago, Illinois, United States",Singapore,4094.033,Blood services,2020,95.39111,48.739597,80.29932,71.580284
Cartus,Real Estate,"Recife, Pernambuco, Brazil",Brazil,1654.6212,Property Staging,2020,112.844864,93.39419,170.57623,2.614903
Tata Technologies,Information Technology And Services,"Ashburn, Virginia, United States",Singapore,5795.2437,Cybersecurity,2020,72.7588,85.11242,78.487595,85.66192
Stanford Health Care,Hospital & Health Care,"Tauranga, Gisborne, New Zealand",New Zealand,6772.393,Emergency room services,2020,90.31383,72.129776,141.78625,81.76267
Blackrock,Financial Services,"Doncaster East, Victoria, Australia",Australia,15306.0,Mutual Funds,2020,154.5688,1.0328523,130.0632,0.53424096
Nuance Communications,Computer Software,"Suzhou, Jiangsu, China",China,2558.689,Database Management,2020,44.04168,51.666653,140.0205,79.73206
Morgan Stanley,Financial Services,"Golmarmara, Manisa, Turkey",Turkey,58044.99,Banking,2020,117.13254,68.52575,157.20256,46.60016
India Infoline Ltd,Financial Services,"Bekasi, Jawa Barat, Indonesia",Indonesia,2786.2983,Capital Restructuring,2020,165.99069,67.954346,126.58917,64.91624
Ptc,Computer Software,"Brighton, Victoria, Australia",Australia,7661.7256,Personal Productivity Software,2020,65.50859,61.52545,66.377014,76.264786
Molina Healthcare,Hospital & Health Care,"Winterthur, Zurich, Switzerland",Switzerland,3571.7922,Blood services,2020,80.67828,55.425156,50.743027,0.57824826
Yardi,Computer Software,"Hamilton, Waikato, New Zealand",New Zealand,2900.074,Multimedia Authoring Software,2020,58.373413,71.743965,224.37894,91.0016
Radboudumc,Hospital & Health Care,"Portugal, Para, Brazil",Portugal,5386.966,Transportation,2020,112.85464,90.631355,199.3654,85.52924
Partners Healthcare,Hospital & Health Care,"Naperville, Illinois, United States",United States,6315.505,Nutritional support,2020,107.41242,63.19157,129.71672,83.744934
Crye Leike Realtors,Real Estate,"Bois, Nouvelle-Aquitaine, France",France,2924.5095,Building contractors,2020,128.04584,93.00027,152.07866,92.16796
Keller Williams Realty,Real Estate,"Cape Town, Western Cape, South Africa",South Africa,2267.9307,Building contractors,2020,114.01221,67.78259,244.3754,93.07232
Igt,Computer Software,"Antony, Ile-De-France, France",France,4231.8267,User Interface,2020,49.55699,55.42092,97.217514,77.0737
Sopra Steria,Information Technology And Services,"Drammen, Buskerud, Norway",Norway,14651.123,Cloud Services,2020,98.58093,56.302845,198.16298,70.12046
Teradata,Information Technology And Services,"Katowice, Slaskie, Poland",Poland,13058.598,Cybersecurity,2020,104.688484,82.77493,66.310936,90.54824
Verizon Business,Information Technology And Services,"Mohali, Punjab, India",India,13268.461,Hardware support,2020,70.87127,84.79123,160.50726,89.67542
Cvent,Computer Software,"Sabadell, Catalonia, Spain",Spain,1774.9292,Personal Productivity Software,2020,42.120426,57.92819,101.29056,83.65678
[24]7.Ai,Computer Software,"Munich, Bavaria, Germany",Germany,2822.345,Desktop Publishing,2020,61.164906,0.8950029,96.81427,1.719131
Tmf Group,Financial Services,"Argentina, Santiago Del Estero, Argentina",Argentina,4707.1797,Banking,2020,156.06459,0.23994705,2.2862341,96.15695
Quest Software,Computer Software,"Hovik, Buskerud, Norway",Norway,2336.662,Operating Systems,2020,61.732002,56.64962,163.34192,93.028206
Totvs,Computer Software,"Federal, Entre Rios, Argentina",Argentina,6542.0503,Multimedia Authoring Software,2020,65.1638,84.128716,117.91609,0.393367
Globant,Information Technology And Services,"Christchurch, Canterbury, New Zealand",New Zealand,3143.4973,Help Desk Support,2020,44.43177,45.26049,194.69574,76.123825
Worldpay,Information Technology And Services,"Leiria, Leiria, Portugal",Portugal,4054.0967,Email Services,2020,82.29332,0.720605,124.110146,0.73193616
Northwestern Mutual,Financial Services,"Macquarie Park, New South Wales, Australia",Australia,15897.979, Portfolio Management,2020,122.42703,50.047176,181.22795,61.912357
Uhs,Hospital & Health Care,"Teresópolis, Rio De Janeiro, Brazil",Brazil,6662.8667,Emergency room services,2020,1.2745798,54.17514,202.11302,0.37064958
Freddie Mac,Financial Services,"Carnaxide, Lisbon, Portugal",Portugal,6729.8086,Tax/Audit Consulting,2020,116.47006,0.74477863,135.52089,70.04764
Texas Health Resources,Hospital & Health Care,"Chesterfield, Missouri, United States",Singapore,8304.281,Short-term hospitalization,2020,100.65064,85.90598,212.75572,0.84714335
Caliber Home Loans,Financial Services,"Rājkot, Gujarat, India",India,5124.93,Capital Restructuring,2020,177.2425,73.70925,262.08136,103.968864
Rbc Investor & Treasury Services,Financial Services,"Feering, Essex, United Kingdom",United Kingdom,3740.191, Portfolio Management,2020,151.91505,0.7960207,112.95128,98.83437
Banner Health,Hospital & Health Care,"Federal, Entre Rios, Argentina",Argentina,10343.256,Laboratory services,2020,0.6109491,92.826836,180.43227,72.46027
Realty One Group,Real Estate,"Leuven, Vlaams-Brabant, Belgium",Belgium,4401.0215,Property consultants,2020,120.27775,51.050903,2.5749152,90.512505
Ncr Corporation,Information Technology And Services,"Bekasi, West Java, Indonesia",Indonesia,10800.911,Cloud Services,2020,70.00304,36.581078,75.433266,62.942078
Nyu Langone Medical Center,Hospital & Health Care,"Raunheim, Hessen, Germany",Germany,10037.927,Short-term hospitalization,2020,71.47744,73.588745,145.72284,75.35817
The Agency,Real Estate,"Salamanca, Castille And León, Spain",Spain,1641.9506,Selling Real Estate,2020,121.99512,60.572548,167.79413,0.5984259
Worldpay,Information Technology And Services,"San Sebastian, Gipuzkoa, Spain",Spain,2885.133,Backup & Disaster Recovery,2020,39.545612,56.116142,276.28033,80.21612
Unc Health Care,Hospital & Health Care,"Newark, New Jersey, United States",Switzerland,5463.744,Special surgical services,2020,91.53475,58.750477,184.8198,85.66086
Lopes Consultoria De Imóveis - Imóveis De Terceiros,Real Estate,"Bhopal, Madhya Pradesh, India",India,1667.1774,Building contractors,2020,128.07195,70.257095,159.01668,87.29076
Quest Diagnostics,Hospital & Health Care,"Barat, West Java, Indonesia",Indonesia,9794.908,Special surgical services,2020,92.52026,88.71157,132.00092,0.5704831
Globallogic,Computer Software,"Frederiksberg, Capital Region, Denmark",Denmark,5363.5454,Database Management,2020,47.219856,52.958416,160.47002,83.736855
Banner Health,Hospital & Health Care,"Kitchener, Ontario, Canada",Canada,9169.634,Emergency room services,2020,96.148575,72.33351,203.96642,73.21898
Hcl Infosystems Ltd,Information Technology And Services,"Chiasso, Ticino, Switzerland",Switzerland,15419.117,Network Management,2020,50.69304,57.72204,205.67743,81.260506
Mastercard,Information Technology And Services,"Bağcılar, Istanbul, Turkey",Turkey,7876.992,Cybersecurity,2020,56.117622,68.91784,200.65808,0.5565975
Vancouver Coastal Health,Hospital & Health Care,"Kristiansand, Vest-Agder, Norway",Norway,3688.7417,Short-term hospitalization,2020,1.3156219,79.7152,129.50275,0.5921672
Bayada Home Health Care,Hospital & Health Care,"Zollikofen, Bern, Switzerland",Switzerland,4214.4053,X ray/radiology services,2020,100.58324,53.89838,84.46041,68.33357
Ncr Corporation,Information Technology And Services,"Jebel Ali, Dubai, United Arab Emirates",United Arab Emirates,21696.254,Computer Training,2020,87.37599,74.139145,151.92186,0.7260838
Pegasystems,Computer Software,"Roskilde, Sjelland, Denmark",Denmark,3553.9182,User Interface,2020,47.574287,49.318924,194.69946,83.876785
The Hartford,Financial Services,"Madalena, Sao Paulo, Brazil",Brazil,16629.818,Mutual Funds,2020,152.97816,1.984573,227.98392,83.51486
Bupa,Hospital & Health Care,"Singapore, Central Singapore, Singapore",Singapore,3255.803,X ray/radiology services,2020,91.89548,54.104996,119.80864,83.07245
Sutton Group,Real Estate,"Lyngby, Central Jutland, Denmark",Denmark,906.37823,Architects,2020,117.62577,82.486664,224.41707,85.70264
Hsbc Global Banking And Markets,Financial Services,"Alingsås, Vaestra Goetaland, Sweden",Sweden,6813.1826,Professional Advisory,2020,1.8417717,60.85011,133.76364,76.58629
Lifespan,Hospital & Health Care,"Federal, Entre Rios, Argentina",Argentina,28141.373,Blood services,2020,69.02078,76.893524,166.53609,81.2883
Cleveland Clinic,Hospital & Health Care,"Bunnik, Utrecht, Netherlands",Netherlands,23784.941,Laboratory services,2020,69.13589,62.816082,1.0610685,75.91342
Ifs,Computer Software,"North Shore, Auckland, New Zealand",New Zealand,2362.1223,Database Management,2020,38.91518,78.053154,196.0625,98.61986
Capgemini,Information Technology And Services,"Great Yarmouth, Norfolk, United Kingdom",United Kingdom,67059.27,Computer Training,2020,132.91185,77.27474,100.56641,7.283658
Weichert Realtors,Real Estate,"Hallbergmoos, Bavaria, Germany",Germany,4210.735,Property consultants,2020,108.99978,63.521313,0.8118213,80.159325
Swedish Medical Center,Hospital & Health Care,"Kraków, Lesser Poland Voivodeship, Poland",Poland,6468.6104,Special surgical services,2020,105.19248,66.58704,179.26016,101.43843
Community Health Systems,Hospital & Health Care,"Iselin, New Jersey, United States",Singapore,8187.8037,Short-term hospitalization,2020,95.159454,58.28294,132.41101,95.252106
Nuance Communications,Computer Software,"Kielce, Swietokrzyskie, Poland",Poland,5666.937,Application Software,2020,63.29813,65.24084,141.631,92.119965
Amedisys Home Health & Hospice,Hospital & Health Care,"Lodi, Lombardia, Italy",Italy,3615.7883,Short-term hospitalization,2020,97.63625,47.172024,1.8889797,81.587845
Engel & Völkers,Real Estate,"Barat, West Java, Indonesia",Indonesia,1220.3555,Property consultants,2020,119.13193,57.410774,0.9360715,84.98844
Kaiser Permanente,Hospital & Health Care,"Heverlee, Flemish Brabant Province, Belgium",Belgium,72735.88,Transportation,2020,165.1098,0.81185895,2.2801082,25.747889
Old Mutual,Financial Services,"Bogotá D.C., Bogota D.C., Colombia",United States,7687.991,Wealth Management,2020,135.0917,55.73497,131.49829,0.9775967
Irvine Company,Real Estate,"Lodi, Lombardia, Italy",Italy,2929.418,Buying Real Estate,2020,120.52842,67.56428,198.81685,84.56105
Tech Mahindra,Information Technology And Services,"Milan, Milan, Italy",Italy,24309.445,Cybersecurity,2020,64.90064,63.063503,92.68762,38.776283
Realty One Group,Real Estate,"Alfena, Porto, Portugal",Portugal,4541.454,Property Staging,2020,125.543076,58.644024,182.55446,1.3112154
Imss,Hospital & Health Care,"Jyvaeskylae, Central Finland, Finland",Finland,20445.352,Nutritional support,2020,126.56391,67.88268,3.0676603,88.748764
Reecenichols Real Estate,Real Estate,"Sherbrooke, Quebec, Canada",Canada,1919.1459,Home inspection,2020,1.1777792,57.73233,53.972816,2.305983
Capco,Financial Services,"Goes, Zeeland, Netherlands",Netherlands,3845.523,Tax/Audit Consulting,2020,155.0985,2.2235992,167.38829,93.43219
Citi,Financial Services,"Rivonia, Gauteng, South Africa",South Africa,90318.484,Mutual Funds,2020,244.03712,79.22128,68.35033,27.13795
Florida Hospital,Hospital & Health Care,"Eschborn, Hessen, Germany",Germany,7396.2505,Laboratory services,2020,100.29749,61.075817,154.83589,69.92837
Softtek,Information Technology And Services,"Horgen, Zurich, Switzerland",Switzerland,7156.0166,Backup & Disaster Recovery,2020,83.507614,67.281685,2.7626896,102.717865
Rush University Medical Center,Hospital & Health Care,"Miami Lakes, Florida, United States",United States,4064.8062,General surgical services,2020,97.11346,48.9181,110.460815,77.234276
Cerner Corporation,Information Technology And Services,"Goiânia, Goias, Brazil",Brazil,13017.663,Cybersecurity,2020,65.57405,0.7162774,42.99639,61.030502
Teradata,Information Technology And Services,"Genolier, Vaud, Switzerland",Switzerland,5509.9204,Managed Print Services,2020,52.61989,55.291557,137.0282,64.382965
3I Infotech,Information Technology And Services,"Aartselaar, Antwerpen, Belgium",Belgium,2785.928,Backup & Disaster Recovery,2020,41.619465,1.412696,2.0202782,1.6380897
Vumc,Hospital & Health Care,"Ballerup, Capital Region, Denmark",Denmark,5057.3594,Emergency room services,2020,101.26837,64.34296,4.2007637,91.45171
The Keyes Company,Real Estate,"Stenungsund, Vaestra Goetaland, Sweden",Sweden,1256.458,Buying Real Estate,2020,114.969536,56.467983,2.7231011,90.99352
Pnc,Financial Services,"Stratford, Ontario, Canada",Canada,47357.145,Professional Advisory,2020,119.1015,79.5102,127.93503,80.773964
Uchealth,Hospital & Health Care,"Johannesburg, Gauteng, South Africa",South Africa,5005.308,Laboratory services,2020,102.4342,68.904144,62.917225,87.07417
Centura Health,Hospital & Health Care,"Simcoe, Ontario, Canada",Canada,5061.976,Blood services,2020,123.57017,1.1934428,215.39934,90.8417
Baylor Scott & White Health,Hospital & Health Care,"Ase, Vasternorrlands Lan, Sweden",Sweden,9060.701,General surgical services,2020,91.34182,78.93673,173.87273,83.43841
Jack Henry & Associates,Computer Software,"Jumeirah, Dubai, United Arab Emirates",United Arab Emirates,3344.962,Desktop Publishing,2020,0.89013904,62.950447,129.09183,90.03625
Ifs,Computer Software,"Umraniye, Istanbul, Turkey",Turkey,3764.2937,Multimedia Authoring Software,2020,65.36104,53.988464,190.84917,90.90391
Gartner,Information Technology And Services,"Retreat, Western Cape, South Africa",South Africa,12845.354,Managed Print Services,2020,66.747215,44.175045,239.55289,92.34045
Software Ag,Computer Software,"Lowell, Massachusetts, United States",Singapore,1978.7539,Desktop Publishing,2020,49.53827,67.30563,2.1969743,82.617744
N-Able Technologies,Computer Software,"Warsaw, Mazovia, Poland",Poland,2898.115,Multiprogramming,2020,53.85689,67.21993,209.49983,93.354675
Sicredi,Financial Services,"Norrtälje, Stockholm, Sweden",Sweden,5790.8784,Wealth Management,2020,177.48781,55.824047,253.3845,1.2068595
Centura Health,Hospital & Health Care,"Mar Del Plata, Buenos Aires, Argentina",Argentina,6579.3916,Transportation,2020,107.47245,63.4916,1.1891297,77.59237
Jda Software,Computer Software,"Leiria, Leiria, Portugal",Portugal,3502.2124,Desktop Publishing,2020,54.79792,63.187466,161.8398,89.02031
Gm Financial,Financial Services,"Vaughan, Ontario, Canada",Canada,5313.9536,Capital Restructuring,2020,159.22517,55.41924,240.56519,95.71371
Primerica,Financial Services,"Eskişehir, Eskisehir, Turkey",Turkey,29251.648,Capital Restructuring,2020,175.48795,59.42285,200.43985,88.21549
Genesys,Computer Software,"Savo, Pirkanmaa, Finland",Finland,3225.2104,Personal Productivity Software,2020,1.0501312,63.55269,197.72183,95.87858
Ge Digital,Computer Software,"Arhus, Midtjylland, Denmark",Denmark,3438.8577,System Software,2020,42.46126,0.87849617,117.40306,84.983665
"Ansys, Inc.",Computer Software,"Bonn, Nordrhein-Westfalen, Germany",Germany,2798.5054,Personal Productivity Software,2020,57.642914,69.15904,131.91273,92.22088
Freddie Mac,Financial Services,"Houston, Texas, United States",Singapore,4488.234,Mutual Funds,2020,128.53603,57.027245,106.4573,96.015625
Motorola Solutions,Information Technology And Services,"Hamilton, Ontario, Canada",Canada,5587.66,Hardware support,2020,1.2924061,39.946873,77.93575,68.78382
