Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Massmutual Financial Group,Financial Services,"Daira, Dubai, United Arab Emirates",United Arab Emirates,11337.246,Tax/Audit Consulting,2020,179.94861,91.15165,109.06328,90.852615
Bentley Systems,Computer Software,"Alexandra-Mooloolaba, Queensland, Australia",Australia,3655.0457,Database Management,2020,59.86543,75.886795,171.7422,98.938705
Fico®,Computer Software,"Litzmannstadt, Lodzkie, Poland",Poland,2762.7893,Multimedia Authoring Software,2020,0.87930995,65.38792,114.98359,0.9218602
Principal Financial Group,Financial Services,"Wavre, Brabant Wallon, Belgium",Belgium,9001.171,Insurance,2020,171.88954,0.39138636,209.09666,99.36097
Worldpay,Information Technology And Services,"Santander, Cantabria, Spain",Spain,5704.324,Computer Training,2020,107.278206,72.19377,206.96704,0.823152
Compass /,Real Estate,"Dale I Sunnfjord, Sogn Og Fjordane, Norway",Norway,2807.9443,Rental and investment properties,2020,123.33777,72.39687,159.80145,82.79339
Vancouver Coastal Health,Hospital & Health Care,"Poznan, Wielkopolskie, Poland",Poland,4684.855,X ray/radiology services,2020,99.24567,41.78871,107.40102,92.27416
Aegon,Financial Services,"Singapore, Central Singapore, Singapore",Singapore,6249.342,Debt Management,2020,131.9484,86.431145,227.01305,73.83348
Stefanini,Information Technology And Services,"Herlev, Capital Region, Denmark",Denmark,4833.3213,Cloud Services,2020,32.754875,59.903584,0.5430675,74.05992
Ncr Corporation,Information Technology And Services,"Hillerød, Capital Region, Denmark",Denmark,11190.097,IT Consulting,2020,63.83229,51.12543,1.2953893,65.24358
Mastercard,Information Technology And Services,"Bekasi, West Java, Indonesia",Indonesia,14823.595,Help Desk Support,2020,72.23355,62.00695,134.68002,0.79535156
Public Storage,Real Estate,"Durham, Ontario, Canada",United Kingdom,1269.9343,Property Staging,2020,115.92896,70.38858,154.13988,90.11098
Nasdaq,Financial Services,"Jyvaeskylae, Central Finland, Finland",Finland,4016.5247,Capital Restructuring,2020,161.70851,54.168808,196.66368,70.71155
Epicor Software,Computer Software,"Herstal, Liege, Belgium",Belgium,4120.3916,Application Software,2020,37.857674,65.8196,0.7282098,2.3430972
Csg International,Computer Software,"Mendoza, Mendoza, Argentina",Argentina,2600.9163,System Software,2020,44.83609,50.22977,130.44934,1.4335029
