Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Pitney Bowes,Information Technology And Services,"Drøbak, Akershus, Norway",Norway,5670.435,Managed Print Services,2020,40.008053,46.118137,106.90538,1.4757165
Amc,Hospital & Health Care,"Dunedin, Otago, New Zealand",New Zealand,8954.952,Emergency room services,2020,119.54559,62.3427,1.5117925,0.4374259
Irvine Company,Real Estate,"Córdoba, Cordoba, Argentina",Argentina,1809.5773,Selling Real Estate,2020,118.665215,51.195774,145.82564,1.4786518
Irvine Company,Real Estate,"Fourways, Gauteng, South Africa",South Africa,1892.5479,Home inspection,2020,111.075676,36.66208,1.3824524,85.24687
Public Storage,Real Estate,"Buenos Aires, Buenos Aires F.D., Argentina",Argentina,1693.2961,Building contractors,2020,128.12375,83.052505,237.72086,90.35141
Mercy,Hospital & Health Care,"Box, Uusimaa, Finland",Finland,10519.356,Blood services,2020,97.18641,85.05985,247.67146,89.4913
Iqvia,Hospital & Health Care,"Piracicaba, Sao Paulo, Brazil",Brazil,15050.677,Blood services,2020,116.09241,55.981693,1.006027,72.930695
Scripps Health,Hospital & Health Care,"Montgomery, Alabama, United States",United States,3042.9219,Emergency room services,2020,0.25597793,0.35866845,177.19843,72.761055
Ochsner Health System,Hospital & Health Care,"Ashburn, Virginia, United States",Singapore,5052.525,Blood services,2020,93.26242,78.60633,106.430405,86.53155
Mentor Graphics,Computer Software,"Wilrijk, Antwerp Province, Belgium",Belgium,2961.509,Desktop Publishing,2020,1.1440908,78.82137,131.58034,88.821846
The Hartford,Financial Services,"St Leonards, New South Wales, Australia",Australia,15174.135,Mutual Funds,2020,168.24228,1.9766042,187.65904,75.722404
Kaiser Permanente,Hospital & Health Care,"Hannover, Lower Saxony, Germany",Germany,67922.08,Transportation,2020,165.20631,59.041916,0.6334884,20.04858
First American Title,Real Estate,"Oosterzele, Oost-Vlaanderen, Belgium",Belgium,6437.0215,Property Staging,2020,114.407875,91.22713,241.80228,94.01702
Vanke,Real Estate,"Lodi, Lombardia, Italy",Italy,1053.0074,Home inspection,2020,113.430984,83.755806,169.90733,1.155991
Northside Hospital,Hospital & Health Care,"Queretaro, Queretaro, Mexico",Mexico,5556.3276,Laboratory services,2020,106.71584,93.39018,1.8260287,87.01475
Lincoln Property Company,Real Estate,"Culiacán, Sinaloa, Mexico",Mexico,4606.6187,Buying Real Estate,2020,116.38463,89.766846,247.42151,0.43242592
World Financial Group (Wfg),Financial Services,"Poznań, Greater Poland, Poland",Poland,8645.037,Professional Advisory,2020,143.50577,61.25075,121.413536,84.138275
Northshore University Healthsystem,Hospital & Health Care,"Warwick, Rhode Island, United States",United States,6905.7476,General surgical services,2020,101.10484,78.14968,209.45937,0.46732754
Oracle,Information Technology And Services,"São José Dos Campos, Sao Paulo, Brazil",Brazil,105566.484,Network Management,2020,184.55255,72.633736,165.77826,13.775
Atlassian,Computer Software,"Vertou, Pays De La Loire, France",France,2577.347,Operating Systems,2020,50.776608,1.0206609,245.05286,88.943794
Indiana University Health,Hospital & Health Care,"Campanillas, Malaga, Spain",Spain,4604.5737,X ray/radiology services,2020,91.72199,81.58229,169.55177,93.487144
Genesys,Computer Software,"Ellerslie, Auckland, New Zealand",New Zealand,1595.178,Operating Systems,2020,0.52724487,52.089504,161.53316,79.99936
Ubs,Financial Services,"Shanghai, Shanghai, China",China,49065.277,Insurance,2020,104.18048,64.93532,173.91891,54.903976
Aon,Financial Services,"Hamar, Hedmark, Norway",Norway,32721.178, Portfolio Management,2020,166.91461,77.210495,219.41566,60.54376
Allscripts,Computer Software,"Zollikofen, Bern, Switzerland",Switzerland,7864.3374,Personal Productivity Software,2020,0.7513895,68.16441,165.07732,91.637375
Leidos,Information Technology And Services,"Linköping, Östergötland, Sweden",Sweden,19114.885,Email Services,2020,114.75629,60.448883,189.46371,93.67512
Tmf Group,Financial Services,"Shipley, Bradford, United Kingdom",United Kingdom,3529.8896,Debt Management,2020,175.28102,77.94616,274.54367,99.32349
Erasmus Mc,Hospital & Health Care,"Hangzhou, Zhejiang, China",China,4551.6826,Emergency room services,2020,0.9251739,52.21278,93.42403,81.400505
Molina Healthcare,Hospital & Health Care,"Sant Joan Despí, Catalonia, Spain",Spain,7981.162,Blood services,2020,99.905045,0.3658091,135.52007,0.70967686
Lennar,Real Estate,"Box, Uusimaa, Finland",Finland,2741.5334,Building contractors,2020,115.169205,42.225414,135.97818,84.196205
Upmc,Hospital & Health Care,"Hyderābād, Telangana, India",India,18003.756,Laboratory services,2020,116.695755,65.27646,132.84978,93.02746
Lifespan,Hospital & Health Care,"Saint-Denis-De-Palin, Centre, France",France,24121.982,Mental health care,2020,119.23926,69.90931,0.7056614,0.5191041
Tsys,Financial Services,"Lochristi, Oost-Vlaanderen, Belgium",Belgium,5012.362,Professional Advisory,2020,143.08632,67.2706,0.5954153,0.36262596
Jda Software,Computer Software,"Baudour, Hainaut Province, Belgium",Belgium,2292.1677,System Software,2020,0.9556904,53.301594,115.863495,0.9510522
Orlando Health,Hospital & Health Care,"Sariyer, Istanbul, Turkey",Turkey,3484.272,Laboratory services,2020,95.75061,1.1074135,134.19907,76.86967
Blackbaud,Computer Software,"Rivonia, Gauteng, South Africa",South Africa,1308.8715,Database Management,2020,50.26099,43.796597,90.45122,88.32975
Robert Bosch Engineering And Business Solutions Ltd.,Information Technology And Services,"Portugal, Para, Brazil",Portugal,6975.8335,Network Management,2020,46.941685,94.14616,200.65637,78.31983
Mcgrath Estate Agents,Real Estate,"Malaga, Andalucia, Spain",Spain,1579.5114,Home inspection,2020,125.40559,0.5017741,176.11766,98.19899
Lexisnexis,Information Technology And Services,"Juarez, Mexico, Mexico",Mexico,9258.992,Hardware support,2020,87.7699,57.083794,184.13675,93.3612
Citrix,Computer Software,"Yogyakarta, Yogyakarta, Indonesia",Indonesia,5371.129,Multiprogramming,2020,1.0448169,79.80198,0.73641324,74.97201
Yardi,Computer Software,"Albany, Auckland, New Zealand",New Zealand,2283.8782,Multiprogramming,2020,52.71104,0.7963939,127.90199,0.73589766
Realty One Group,Real Estate,"Matosinhos, Porto, Portugal",Portugal,2392.7612,Buying Real Estate,2020,117.11465,55.78579,3.155726,82.25926
Duke University Health System,Hospital & Health Care,"Nanjing, Jiangsu, China",China,5944.446,Nutritional support,2020,122.47524,1.2104493,212.248,101.47812
Jack Henry & Associates,Computer Software,"Mariano Moreno, Buenos Aires, Argentina",Argentina,1952.9083,Desktop Publishing,2020,54.640514,67.40383,163.90845,95.81409
Rbc Investor & Treasury Services,Financial Services,"Mendoza, Mendoza, Argentina",Argentina,4085.3838,Insurance,2020,165.07664,79.97677,194.50667,84.603226
Bmc Software,Information Technology And Services,"Córdoba, Cordoba, Argentina",Argentina,2784.046,Network Management,2020,54.32197,48.639977,162.62457,82.86428
Christus Health,Hospital & Health Care,"Surabaya, Jawa Timur, Indonesia",Indonesia,3780.658,Laboratory services,2020,82.299614,57.02537,72.37901,85.207825
Vancouver Coastal Health,Hospital & Health Care,"Burlingame, California, United States",United States,5752.6636,Emergency room services,2020,115.78757,69.885025,219.6357,106.32647
Allen Tate Realtors,Real Estate,"Hyvinkää, Uusimaa, Finland",Finland,2532.3545,Buying Real Estate,2020,122.48356,92.8318,208.56717,0.94630027
Tech Data,Information Technology And Services,"Ceret, Occitanie, France",France,5449.2593,IT Consulting,2020,70.81499,48.597076,167.64494,86.90433
Ramco Systems,Computer Software,"Şişli, Istanbul, Turkey",Turkey,1976.0265,Multiprogramming,2020,0.62238103,71.05521,195.78064,98.29307
