Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Johnson & Johnson,Hospital & Health Care,"Drøbak, Akershus, Norway",Norway,51804.715,Mental health care,2020,148.72395,1.5843039,207.13788,0.49193093
Tableau Software,Computer Software,"Rosario, Santa Fe, Argentina",Argentina,2746.9434,Multiprogramming,2020,0.9581284,0.39574355,211.43135,92.37336
Texas Children'S Hospital,Hospital & Health Care,"Auckland, Auckland, New Zealand",New Zealand,3908.4304,Short-term hospitalization,2020,1.1732831,89.56936,144.6982,88.03802
Vmware,Computer Software,"Getafe, Madrid, Spain",Spain,14342.551,Multiprogramming,2020,61.692356,78.219,1.2038689,70.222176
Howard Hanna Real Estate Services,Real Estate,"Daira, Dubai, United Arab Emirates",United Arab Emirates,4214.124,Property consultants,2020,120.985535,1.2055185,86.719475,2.1268573
Exp Realty,Real Estate,"Kenner, Louisiana, United States",United States,2522.8228,Buying Real Estate,2020,115.59091,53.268173,64.021065,85.31716
Houlihan Lawrence,Real Estate,"Visakhapatnam, Andhra Pradesh, India",India,1012.28174,Property consultants,2020,118.085464,56.223164,99.218895,0.62510294
Instituto Mexicano Del Seguro Social,Hospital & Health Care,"Jakarta Pusat, Jakarta Raya, Indonesia",Indonesia,4306.6514,X ray/radiology services,2020,1.1930242,45.886475,196.90453,66.65949
Swedbank,Financial Services,"Vila Nova De Gaia, Porto, Portugal",Portugal,7181.0054,Stock Market,2020,1.5547988,63.95645,239.93933,78.80767
St. Luke'S Hospital,Hospital & Health Care,"Waterloo, Wallonia, Belgium",Belgium,4814.2114,Emergency room services,2020,102.65626,71.58818,249.4314,0.56944543
Informatica,Computer Software,"Balgat, Ankara, Turkey",Turkey,3070.3528,Database Management,2020,45.757095,70.74506,149.39697,64.33741
Capco,Financial Services,"Sharjah, Sharjah, United Arab Emirates",United Arab Emirates,2155.1438,Professional Advisory,2020,140.89214,72.28542,186.41852,87.37602
Infor,Computer Software,"Xicheng District, Beijing, China",China,14472.45,Personal Productivity Software,2020,0.85500324,1.572729,197.32777,85.18387
Tishman Speyer,Real Estate,"Queretaro, Queretaro De Arteaga, Mexico",Mexico,1622.7267,Buying Real Estate,2020,120.657646,60.393913,95.29543,88.46439
Aphp,Hospital & Health Care,"Sursee, Lucerne, Switzerland",Switzerland,8167.619,Laboratory services,2020,92.563736,56.310215,109.54319,70.90777
Gartner,Information Technology And Services,"Stuttgart, Baden-Wurttemberg, Germany",Germany,6873.0146,Help Desk Support,2020,0.8518036,35.248505,131.11232,52.66904
Indiana University Health,Hospital & Health Care,"Bendigo, Victoria, Australia",Australia,6021.5957,Emergency room services,2020,100.548645,0.38089004,157.23788,91.94158
Halstead Property,Real Estate,"Bağcılar, Istanbul, Turkey",Turkey,1473.531,Selling Real Estate,2020,3.3009322,90.65916,301.92734,97.08645
Softwareone,Computer Software,"Xicheng District, Beijing, China",China,1410.6687,Database Management,2020,38.26685,0.7571335,164.25008,71.25871
Northside Hospital,Hospital & Health Care,"Selatan, East Java, Indonesia",Indonesia,4649.7363,Mental health care,2020,118.28394,73.972496,3.0268476,95.145454
American Campus Communities,Real Estate,"Darlinghurst, New South Wales, Australia",Australia,905.6746,Rental and investment properties,2020,118.52324,76.45123,196.83751,93.10734
Mcgrath Estate Agents,Real Estate,"Bodø, Nordland, Norway",Norway,891.0551,Selling Real Estate,2020,0.8009735,69.26614,138.21103,83.16492
Transamerica,Financial Services,"Porto Salvo, Lisbon, Portugal",Portugal,7948.084,Banking,2020,1.3709861,49.90523,165.46819,92.42581
Altus Group,Real Estate,"Sharjah, Sharjah, United Arab Emirates",United Arab Emirates,789.4401,Rental and investment properties,2020,112.11461,58.901028,84.07338,86.762024
Td Ameritrade,Financial Services,"Bielsko-Biala, Slaskie, Poland",Poland,4662.7124,Insurance,2020,145.20271,1.5949632,141.55902,83.1651
Workday,Computer Software,"Sandown, Gauteng, South Africa",South Africa,7610.1104,Database Management,2020,67.60678,65.099014,3.1864169,1.036909
Amedisys Home Health & Hospice,Hospital & Health Care,"Culver City, California, United States",United States,2680.1892,Transportation,2020,93.09379,0.893076,70.390854,83.668465
University Of Chicago Medicine,Hospital & Health Care,"Chennai, Tamil Nadu, India",India,3808.3958,Emergency room services,2020,111.22693,75.43551,192.6516,1.1718543
Edina Realty,Real Estate,"Oulu, Northern Ostrobothnia, Finland",Finland,2797.94,Selling Real Estate,2020,130.84901,73.01676,108.61944,78.54698
Micro Focus,Computer Software,"Hyderabad, Telangana, India",India,3039.4739,Personal Productivity Software,2020,49.154346,52.14495,118.44776,1.3925352
Community Health Systems,Hospital & Health Care,"Sheffield, Sheffield, United Kingdom",United Kingdom,7092.3926,Blood services,2020,103.37053,45.368637,276.72076,0.7680342
Iron Mountain,Information Technology And Services,"Amadora, Lisbon, Portugal",Portugal,5493.105,Cybersecurity,2020,50.197487,68.130936,1.1182337,87.41731
Sicredi,Financial Services,"Welwyn Garden City, Hertfordshire, United Kingdom",United Kingdom,4402.87,Banking,2020,144.12206,49.806778,0.37233847,83.57734
Comarch,Computer Software,"Shenyang, Liaoning, China",China,2582.9512,Multiprogramming,2020,57.469387,81.31428,99.095665,88.98686
Csg International,Computer Software,"La Defense, Hauts-De-Seine, France",France,2276.2893,User Interface,2020,54.423412,1.5237136,147.11601,99.70399
Softtek,Information Technology And Services,"Saanich, British Columbia, Canada",Canada,6809.9277,Hardware support,2020,93.90612,50.434208,137.20894,105.13383
Chicago Title,Real Estate,"Johannesburg, Gauteng, South Africa",South Africa,1702.5211,Building contractors,2020,118.37941,58.39264,105.40066,94.70011
Cadence Design Systems,Computer Software,"Pozuelo De Alarcón, Madrid, Spain",Spain,7323.9614,System Software,2020,64.067635,0.9712531,191.32083,96.242355
Bmc Software,Information Technology And Services,"Clackamas, Oregon, United States",United States,6260.669,Network Management,2020,1.1873162,1.1241199,86.63223,73.263824
Bon Secours Health System,Hospital & Health Care,"Windisch, Aargau, Switzerland",Switzerland,6809.8613,Transportation,2020,110.88458,85.43612,255.84496,91.45231
Snap Inc.,Computer Software,"Rivonia, Gauteng, South Africa",South Africa,2541.6653,System Software,2020,56.89954,76.35083,254.12164,99.48124
Northern Trust Corporation,Financial Services,"Bağcılar, Istanbul, Turkey",Turkey,15174.65,Capital Restructuring,2020,189.3453,81.78453,187.66711,81.17372
Irvine Company,Real Estate,"San Donato Milanese, Lombardy, Italy",Italy,1397.8539,New Construction,2020,1.9007444,0.63798356,0.37371352,0.52152944
Better Homes And Gardens Real Estate Metro Brokers,Real Estate,"Jakarta Pusat, Jakarta Raya, Indonesia",Indonesia,2237.4915,Property Staging,2020,0.86798567,44.057484,189.69382,83.9067
Caci International Inc,Information Technology And Services,"Sydney, New South Wales, Australia",Switzerland,12394.719,Help Desk Support,2020,93.419556,92.017876,180.59258,85.10743
Texas Health Resources,Hospital & Health Care,"Vallensbæk, Capital Region, Denmark",Denmark,8670.934,General surgical services,2020,106.729004,56.674786,217.38188,84.79342
Tieto,Information Technology And Services,"Carnaxide, Lisbon, Portugal",Portugal,10397.372,IT Consulting,2020,97.489944,64.65583,179.59239,93.06685
Sapient,Information Technology And Services,"Hangzhou, Zhejiang, China",China,5957.468,Network Management,2020,98.98529,89.60658,107.27326,92.27711
Teradata,Information Technology And Services,"Nova Lima, Minas Gerais, Brazil",Brazil,10142.3125,Backup & Disaster Recovery,2020,73.25453,80.84632,2.8317716,106.84634
Softwareone,Computer Software,"Vaughan, Ontario, Canada",Canada,2339.9592,Operating Systems,2020,0.8198712,62.7971,169.40848,0.84330714
Ge Healthcare,Hospital & Health Care,"Dublin, Dublin, Ireland",Singapore,42492.453,Emergency room services,2020,2.208177,64.52275,198.88503,61.874256
Logmein,Computer Software,"Visby, Gotland, Sweden",Sweden,2617.3604,Database Management,2020,61.352833,62.88139,3.7149541,0.54388714
Asurion,Information Technology And Services,"Nanjing, Jiangsu, China",China,3487.5847,Hardware support,2020,53.57104,2.0179405,101.23665,70.363174
Northshore University Healthsystem,Hospital & Health Care,"Alton, Illinois, United States",United States,6231.1514,Special surgical services,2020,116.15593,78.273254,182.84193,1.7227656
Blackbaud,Computer Software,"Zuidlaren, Drenthe, Netherlands",Netherlands,1868.4487,Multiprogramming,2020,56.858055,2.1333818,105.79607,90.811714
Tech Data,Information Technology And Services,"Ceret, Occitanie, France",France,3626.0315,Email Services,2020,46.372074,59.58669,0.16741683,76.24152
Deltek,Computer Software,"Colombo, Western, Sri Lanka",Singapore,1072.498,Multimedia Authoring Software,2020,0.6819259,44.801445,1.2795236,0.96974415
Ryan Homes,Real Estate,"Farum, Capital Region, Denmark",Denmark,926.0299,Home inspection,2020,1.7295955,33.68612,173.34285,90.13747
The Keyes Company,Real Estate,"Kartal, Istanbul, Turkey",Turkey,2370.978,Buying Real Estate,2020,125.54284,72.18738,167.3197,92.3051
Compucom,Information Technology And Services,"Johnsonville, Wellington, New Zealand",New Zealand,6692.419,IT Consulting,2020,52.80367,55.418575,118.413704,1.3714149
Gfi Informatique,Information Technology And Services,"Chicago, Illinois, United States",Singapore,3232.9702,Email Services,2020,0.6056925,36.771458,130.99826,77.292694
Csc,Information Technology And Services,"Benidorm, Valencia, Spain",Spain,34213.82,Backup & Disaster Recovery,2020,106.71715,47.97957,113.28963,69.29679
Chicago Title,Real Estate,"Hannover, Lower Saxony, Germany",Germany,2846.3733,Rental and investment properties,2020,124.98076,83.61307,202.57135,1.2020352
Polaris Financial Technology Limited,Information Technology And Services,"Drøbak, Akershus, Norway",Norway,3558.1597,Backup & Disaster Recovery,2020,53.191044,46.528183,62.269337,55.45688
Stanford Health Care,Hospital & Health Care,"Retreat, Western Cape, South Africa",South Africa,6600.5527,X ray/radiology services,2020,1.3900076,79.74233,162.51018,84.56037
L&T Infotech,Information Technology And Services,"Hannover, Lower Saxony, Germany",Germany,16697.4,Cybersecurity,2020,86.546646,60.462082,124.28326,71.16227
University Of Michigan Health System,Hospital & Health Care,"Tiruchchirappalli, Tamil Nadu, India",India,8629.73,Short-term hospitalization,2020,117.82491,0.660482,147.52954,89.961296
University Of Chicago Medicine,Hospital & Health Care,"Rio De Janeiro, Rio De Janeiro, Brazil",Brazil,6788.7505,Emergency room services,2020,103.40578,46.32001,119.736984,72.49048
Domicile,Real Estate,"Bekasi, Jawa Barat, Indonesia",Indonesia,1012.58685,Home inspection,2020,117.12719,67.77413,184.50783,111.747734
