Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Duke University Health System,Hospital & Health Care,"New Delhi, Nct, India",India,6065.118,Mental health care,2020,102.4025,71.61318,94.01427,98.78854
Citi,Financial Services,"Durban, Kwazulu-Natal, South Africa",South Africa,90712.586,Mutual Funds,2020,245.93192,58.09817,127.49885,0.2907422
Northside Hospital,Hospital & Health Care,"Julfa, Ras Al Khaimah, United Arab Emirates",United Arab Emirates,3604.652,Nutritional support,2020,104.26541,77.86856,148.65715,78.268486
Cdw,Information Technology And Services,"Eyup, Tokat, Turkey",Turkey,4771.5864,Cloud Services,2020,52.73404,57.618942,212.29222,73.39531
Rbc Investor & Treasury Services,Financial Services,"Woodbridge, Ontario, Canada",Canada,3094.0554,Stock Market,2020,1.0597703,57.38003,123.35185,85.13744
Robert Bosch Engineering And Business Solutions Ltd.,Information Technology And Services,"Heverlee, Flemish Brabant Province, Belgium",Belgium,3487.7725,Backup & Disaster Recovery,2020,46.248703,47.983486,129.70294,71.36244
Hca,Hospital & Health Care,"Dubai, Dubai, United Arab Emirates",United Arab Emirates,21846.85,General surgical services,2020,115.371056,1.1418265,205.75768,90.20219
Equity Residential,Real Estate,"Portugal, Para, Brazil",Portugal,1595.9778,Selling Real Estate,2020,1.3728873,74.08669,108.963066,94.052895
The Mathworks,Computer Software,"Örebro, Örebro, Sweden",Sweden,3312.5,Operating Systems,2020,47.64478,79.69242,158.9418,93.99692
Sotheby'S International Realty,Real Estate,"Halifax, Nova Scotia, Canada",Canada,1810.5896,Buying Real Estate,2020,98.71337,68.96899,155.43861,81.62875
Dell,Information Technology And Services,"Göteborg, Vaestra Goetaland, Sweden",Sweden,44730.723,IT Consulting,2020,88.30078,53.19586,165.74937,21.640099
Aphp,Hospital & Health Care,"Bellinzona, Ticino, Switzerland",Switzerland,7810.106,Emergency room services,2020,115.89194,62.74986,163.33675,82.72334
Sap Ariba,Computer Software,"Bhilai, Chhattisgarh, India",India,1951.6709,Multimedia Authoring Software,2020,38.7888,56.958576,130.2392,80.04006
Md Anderson Cancer Center,Hospital & Health Care,"Oosterzele, Oost-Vlaanderen, Belgium",Belgium,11457.518,Laboratory services,2020,82.8182,86.92437,204.32837,77.34244
Docusign,Computer Software,"Nanjing, Jiangsu, China",China,1494.1744,Operating Systems,2020,41.710167,65.910675,73.98372,89.50172
Fidelity Investments,Financial Services,"Mexico City, Mexico City, Mexico",Mexico,42675.26,Banking,2020,1.0734497,68.92997,156.05159,64.297455
Realty One Group,Real Estate,"Leeuwarden, Friesland, Netherlands",Netherlands,2599.9148,New Construction,2020,1.9178798,67.255615,169.08388,85.635666
Intellect Design Arena Ltd,Computer Software,"Dronero, Piedmont, Italy",Italy,2171.699,System Software,2020,52.358875,72.30034,1.9056873,89.22727
Ge Digital,Computer Software,"Drammen, Buskerud, Norway",Norway,5836.0103,Operating Systems,2020,1.106989,71.68392,1.7769911,97.943794
Equifax,Financial Services,"Gosselies, Hainaut Province, Belgium",Belgium,7227.004,Mutual Funds,2020,167.43858,83.05035,210.93925,91.511856
Kindred Healthcare,Hospital & Health Care,"Lochristi, Oost-Vlaanderen, Belgium",Belgium,14322.783,Nutritional support,2020,118.929985,57.924313,154.87547,86.98897
Ifs,Computer Software,"Golmarmara, Manisa, Turkey",Turkey,3807.239,Database Management,2020,51.978024,51.959667,97.07344,0.93801033
Ntt Data Services,Information Technology And Services,"Helsinki, Uusimaa, Finland",Finland,5983.876,Cloud Services,2020,0.70408314,49.1305,45.34244,0.8544431
Epic,Computer Software,"Shenyang, Liaoning, China",China,3775.5396,Multimedia Authoring Software,2020,48.125946,65.931625,149.16586,81.44737
Windermere Real Estate,Real Estate,"Merida, Yucatan, Mexico",Mexico,3205.9053,Building contractors,2020,1.8781741,44.443123,45.94055,83.84273
Berkshire Hathaway Homeservices Georgia Properties,Real Estate,"Oakville, Ontario, Canada",Canada,886.892,New Construction,2020,117.60373,52.785217,91.45326,83.23811
Amedisys Home Health & Hospice,Hospital & Health Care,"Jyvaeskylae, Central Finland, Finland",Finland,5023.2905,Mental health care,2020,1.0998862,55.551193,202.96935,94.29721
Rms,Computer Software,"Zurich, Zurich, Switzerland",Switzerland,980.899,Personal Productivity Software,2020,46.94687,62.89641,113.8389,80.39613
Quest Diagnostics,Hospital & Health Care,"Oulu, Northern Ostrobothnia, Finland",Finland,12520.612,Transportation,2020,96.13388,0.94502836,218.36264,83.90162
Primerica,Financial Services,"Almada, Setubal, Portugal",Portugal,14207.362,Professional Advisory,2020,1.5684602,66.174225,223.35712,0.5310719
Factset,Computer Software,"Vicente Lopez, Buenos Aires, Argentina",Argentina,3609.1904,Operating Systems,2020,46.055073,58.373764,79.83177,71.75336
Mount Sinai Health System,Hospital & Health Care,"Richmond, Virginia, United States",Canada,3404.7437,Transportation,2020,92.56768,0.93609,107.978584,76.56721
Softtek,Information Technology And Services,"St Leonards, New South Wales, Australia",Australia,7165.254,Hardware support,2020,61.084534,71.63079,94.48438,62.30647
Atlassian,Computer Software,"Zaragoza, Aragon, Spain",Spain,2170.9053,Multimedia Authoring Software,2020,63.882824,1.567612,146.16933,98.82724
First Team Real Estate,Real Estate,"Gennep, Limburg, Netherlands",Netherlands,1510.1566,Architects,2020,113.21736,50.09078,1.0690439,86.54857
Telekomunikasi Indonesia,Information Technology And Services,"North Shore, Auckland, New Zealand",New Zealand,5642.7334,Help Desk Support,2020,60.23279,1.9214289,134.48502,80.92524
