Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Redfin,Real Estate,"Forest, Tasmania, Australia",Australia,3188.994,Selling Real Estate,2020,0.86068416,68.988594,238.60426,1.0414608
Commonwealth Bank,Financial Services,"Gold Coast, Queensland, Australia",Australia,15546.559,Mutual Funds,2020,158.94107,87.35743,2.6746233,73.16225
Coldwell Banker Real Estate,Real Estate,"Norcross, Georgia, United States",United States,7331.7397,Property consultants,2020,132.60509,0.37890193,201.0397,1.1655687
Luxoft,Information Technology And Services,"Pioltello, Lombardy, Italy",Italy,8251.515,Cloud Services,2020,1.3126619,67.45915,1.1511418,90.87996
Brookdale,Hospital & Health Care,"Bekasi, Jawa Barat, Indonesia",Indonesia,8214.84,Emergency room services,2020,114.39413,89.38671,144.94965,95.65253
Crye Leike Realtors,Real Estate,"Florianópolis, Santa Catarina, Brazil",Brazil,3487.747,Property consultants,2020,118.78504,70.03492,194.48515,86.073616
Mindtree,Information Technology And Services,"Palma De Mallorca, Balearic Islands, Spain",Spain,7059.786,Backup & Disaster Recovery,2020,64.60414,0.8507593,197.25375,101.4051
University Of Chicago Medicine,Hospital & Health Care,"Ehningen, Baden-Württemberg Region, Germany",Germany,5208.682,Nutritional support,2020,90.98373,67.99315,130.6965,76.45756
Symantec,Computer Software,"Hasselt, Limburg, Belgium",Belgium,17736.488,Multimedia Authoring Software,2020,64.624886,0.39174157,217.8363,85.48374
Bmo Financial Group,Financial Services,"Vaasa, Ostrobothnia, Finland",Finland,19593.854,Insurance,2020,146.45705,75.24834,81.17319,84.36652
Ust Global,Information Technology And Services,"Ankara, Ankara, Turkey",Turkey,6045.21,Hardware support,2020,46.908607,69.0046,82.61704,52.33645
Softtek,Information Technology And Services,"Risskov, Central Jutland, Denmark",Denmark,7639.771,Cloud Services,2020,71.84814,47.34367,1.8894552,0.99169
Howard Hanna Real Estate Services,Real Estate,"Paulshof, Gauteng, South Africa",South Africa,5265.5796,Buying Real Estate,2020,124.043816,46.99025,239.9084,87.0108
Dalian Wanda Group,Real Estate,"Holland, North Brabant, Netherlands",Netherlands,3275.4421,Home inspection,2020,120.44893,66.57426,112.93561,93.549995
Nutanix,Computer Software,"Midland, Texas, United States",United States,1494.0895,Application Software,2020,47.147217,68.0043,98.09827,85.06693
Danske Bank,Financial Services,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,15797.869,Stock Market,2020,155.43436,74.93488,238.22809,87.124016
Westfield,Real Estate,"Jebel Ali, Dubai, United Arab Emirates",United Arab Emirates,2149.6287,Architects,2020,122.19054,70.41097,81.03491,0.8590716
Ncr Corporation,Information Technology And Services,"Wrocław, Lower Silesia, Poland",Poland,11352.129,Cloud Services,2020,50.595142,54.72944,201.06496,71.10683
Dell,Information Technology And Services,"Mundolsheim, Grand Est, France",France,77120.14,Network Management,2020,137.26027,64.18785,195.17139,47.269196
Micro Focus,Computer Software,"Lisbon, Lisbon, Portugal",Portugal,6999.384,Application Software,2020,73.227356,70.56695,168.9085,73.74078
Servicenow,Computer Software,"Hyvinkää, Uusimaa, Finland",Finland,2877.5227,Personal Productivity Software,2020,45.004494,65.28148,53.671528,87.026505
Christus Health,Hospital & Health Care,"Lajeado, Rio Grande Do Sul, Brazil",Brazil,3413.6714,Short-term hospitalization,2020,91.78546,0.90125537,73.66359,72.609695
Sotheby'S International Realty,Real Estate,"Yogyakarta, Yogyakarta, Indonesia",Indonesia,2406.7168,New Construction,2020,0.794707,34.802364,62.955307,88.12307
Kindred Healthcare,Hospital & Health Care,"Argentina, Santiago Del Estero, Argentina",Argentina,14696.077,General surgical services,2020,137.90225,98.172745,134.0938,87.849686
Epic,Computer Software,"Richmond, Virginia, United States",United Kingdom,10323.82,Multimedia Authoring Software,2020,64.03049,57.35567,247.24362,2.6199179
Windermere Real Estate,Real Estate,"Wellington, Wellington, New Zealand",New Zealand,4452.963,Home inspection,2020,118.42494,81.88785,159.6206,92.451294
Teksystems,Information Technology And Services,"Xicheng District, Beijing, China",China,13441.214,Hardware support,2020,73.601135,66.91319,112.523125,55.219055
Barclays Africa Group Limited,Financial Services,"Kottayam, Kerala, India",India,4765.3975,Insurance,2020,2.9831505,75.76084,183.0054,85.40343
Dell,Information Technology And Services,"Fourways, Gauteng, South Africa",South Africa,44046.418,Backup & Disaster Recovery,2020,91.48372,1.6325524,110.763985,0.27792335
Softwareone,Computer Software,"De Meern, Utrecht, Netherlands",Netherlands,2635.6926,System Software,2020,0.26279122,70.84115,199.44443,89.63594
Lj Hooker,Real Estate,"Nova Lima, Minas Gerais, Brazil",Brazil,2261.7104,Architects,2020,117.24561,57.169548,1.7912174,0.8873193
Absa,Financial Services,"Santander, Cantabria, Spain",Spain,9096.778,Wealth Management,2020,125.96902,82.58871,194.09128,70.56268
Adobe,Computer Software,"Sandviga, Aust-Agder, Norway",Norway,10919.644,Application Software,2020,56.196705,0.609282,99.78708,69.37119
@Properties,Real Estate,"Epsom, Surrey, United Kingdom",United Kingdom,2971.089,Architects,2020,125.47389,87.44844,175.37086,105.25658
Indra,Information Technology And Services,"Roodepoort, Gauteng, South Africa",South Africa,9920.917,Computer Training,2020,50.400448,72.008934,120.41781,59.223392
Epam Systems,Computer Software,"Montrouge, Ile-De-France, France",France,13863.946,Multimedia Authoring Software,2020,54.519638,80.87269,96.40256,64.55149
Sap Successfactors,Computer Software,"Bielsko-Biala, Slaskie, Poland",Poland,1924.067,Database Management,2020,51.979164,52.459686,2.1993504,87.07687
Eclinicalworks,Computer Software,"Sandviga, Aust-Agder, Norway",Norway,1458.9154,Database Management,2020,44.602688,72.589134,0.363354,84.57529
Veritas Technologies Llc,Computer Software,"Turin, Piemonte, Italy",Italy,5213.027,Desktop Publishing,2020,54.40218,1.4162812,177.27711,91.86578
Amedisys Home Health & Hospice,Hospital & Health Care,"Hamar, Hedmark, Norway",Norway,6711.654,Short-term hospitalization,2020,107.808655,60.75084,259.97342,106.80843
Nyu Langone Medical Center,Hospital & Health Care,"Lyngby, Central Jutland, Denmark",Denmark,11355.32,Laboratory services,2020,100.66988,75.062546,201.80875,91.36051
Christus Health,Hospital & Health Care,"Assen, Drenthe, Netherlands",Netherlands,3699.4807,General surgical services,2020,92.12227,77.22232,105.898026,78.49925
Totvs,Computer Software,"Bendigo, Victoria, Australia",Australia,5163.649,User Interface,2020,48.583725,71.48129,98.7933,74.77981
Discover Financial Services,Financial Services,"Kuopio, Northern Savo, Finland",Finland,7272.6787,Debt Management,2020,130.83054,72.89206,152.39551,81.002754
Vancouver Coastal Health,Hospital & Health Care,"Tromsø, Troms, Norway",Norway,2560.5977,Blood services,2020,77.74048,55.95804,88.21502,80.467064
Rush University Medical Center,Hospital & Health Care,"Montréal, Quebec, Canada",Canada,6123.909,Emergency room services,2020,116.24904,78.204094,144.27368,88.01104
Allen Tate Realtors,Real Estate,"Pearl River, Mississippi, United States",Singapore,2484.1753,Buying Real Estate,2020,127.07253,0.7848458,191.66168,100.45283
Northwell Health,Hospital & Health Care,"Kings Hill, Kent, United Kingdom",United Kingdom,8909.715,Short-term hospitalization,2020,97.803825,54.20986,178.59854,67.95551
Bouygues Immobilier,Real Estate,"Fayetteville, Arkansas, United States",United States,1970.5272,Home inspection,2020,127.594864,60.541748,225.0203,97.59268
Altus Group,Real Estate,"Duivendrecht, North Holland, Netherlands",Netherlands,1866.3544,Selling Real Estate,2020,1.775084,81.09514,122.634895,0.563704
Telekomunikasi Indonesia,Information Technology And Services,"Milan, Lombardia, Italy",Italy,4325.4375,Cybersecurity,2020,66.69572,58.03718,80.2228,101.93251
F-Secure Corporation,Computer Software,"Cologne, Nordrhein-Westfalen, Germany",Germany,1938.1962,Multimedia Authoring Software,2020,38.513466,64.4789,182.66878,0.7622551
Banner Health,Hospital & Health Care,"Wrocław, Lower Silesia, Poland",Poland,8182.715,Emergency room services,2020,0.63129854,62.976437,130.10143,73.05536
Duke University Health System,Hospital & Health Care,"Secunderabad, Telangana, India",India,6104.872,Special surgical services,2020,109.488846,62.7726,195.61755,87.54777
Orlando Health,Hospital & Health Care,"Lane Cove, New South Wales, Australia",Australia,8191.961,Special surgical services,2020,104.39366,77.89476,242.06593,102.516495
Symantec,Computer Software,"Fourways, Gauteng, South Africa",South Africa,12386.917,Application Software,2020,0.7640141,52.711506,174.1835,85.425674
Genesys,Computer Software,"Bucks, Pennsylvania, United States",Singapore,3286.824,Multimedia Authoring Software,2020,45.59552,69.02972,1.5813437,89.50686
Sicredi,Financial Services,"Rzeszow, Podkarpackie, Poland",Poland,6680.8706,Debt Management,2020,169.81886,1.0275587,142.41173,95.62973
Advocate Health Care,Hospital & Health Care,"Bodegraven, Zuid-Holland, Netherlands",Netherlands,9792.651,Special surgical services,2020,86.0481,53.37808,229.24542,77.927956
First American Title,Real Estate,"Chicago, Illinois, United States",Singapore,5197.053,Property consultants,2020,115.378395,0.88568556,159.78131,1.6052393
Unitedhealth Group,Hospital & Health Care,"Thaltej, Gujarat, India",India,77568.734,Transportation,2020,166.32901,64.387436,1.3537221,41.634533
Lincoln Property Company,Real Estate,"Vevey, Vaud, Switzerland",Switzerland,1974.0812,Architects,2020,117.03065,61.744865,0.42691985,88.73238
Dell Emc,Information Technology And Services,"Rzeszow, Podkarpackie, Poland",Poland,25584.695,Email Services,2020,78.70525,45.95383,88.125786,36.9214
Factset,Computer Software,"Clarens, Vaud, Switzerland",Switzerland,7764.9834,Operating Systems,2020,68.28033,73.26962,147.73318,99.603065
Intellect Design Arena Ltd,Computer Software,"Dubai, Dubai, United Arab Emirates",United Arab Emirates,3226.8958,System Software,2020,61.990135,1.9058561,260.31586,92.29109
Telekomunikasi Indonesia,Information Technology And Services,"Apeldoorn, Gelderland, Netherlands",Netherlands,3949.4517,Managed Print Services,2020,57.7626,71.24875,219.69102,82.64434
Vancouver Coastal Health,Hospital & Health Care,"Tønsberg, Vestfold, Norway",Norway,2920.9775,Blood services,2020,120.04464,58.92415,101.40683,64.24076
Ohsu | Oregon Health & Science University,Hospital & Health Care,"Hangzhou, Zhejiang, China",China,4695.046,Mental health care,2020,61.339127,51.364704,148.56172,70.43038
Old Mutual South Africa,Financial Services,"Lieusaint, Ile-De-France, France",France,4962.0117,Capital Restructuring,2020,158.18477,0.7272954,138.86263,94.36878
Morgan Stanley,Financial Services,"Golmarmara, Manisa, Turkey",Turkey,65834.06,Debt Management,2020,0.81573105,78.70957,225.86801,64.60551
Spotify,Computer Software,"Umraniye, Istanbul, Turkey",Turkey,2445.7625,Multiprogramming,2020,48.036915,46.90071,172.74368,84.0977
Massachusetts General Hospital,Hospital & Health Care,"Ryde, New South Wales, Australia",Australia,7455.7075,Blood services,2020,83.448395,58.68562,168.45088,65.18859
Banco Galicia,Financial Services,"Puebla, Puebla, Mexico",Mexico,4959.1543,Tax/Audit Consulting,2020,1.2103877,68.97034,134.60371,96.89626
Discover Financial Services,Financial Services,"Sopot, Pomorskie, Poland",Poland,5745.9688,Insurance,2020,187.07109,0.57070297,163.55844,0.6913245
Charles Schwab,Financial Services,"Midrand, Gauteng, South Africa",South Africa,14836.47,Banking,2020,183.8484,68.61979,194.35962,77.43083
Maxim Healthcare Services,Hospital & Health Care,"Lisbon, Lisbon, Portugal",Portugal,10311.327,General surgical services,2020,96.26108,84.578575,237.48495,90.39815
Community Health Systems,Hospital & Health Care,"Russelsheim, Hessen, Germany",Germany,3863.9036,General surgical services,2020,94.87358,60.377415,108.89605,67.68929
Ohiohealth,Hospital & Health Care,"Moulineaux, Normandy, France",France,7992.0493,Blood services,2020,104.113365,86.159195,239.74057,0.5803949
