Supplier Name,Function,Region,Country,Resources,Service,Year,Avg. Cost($),Rating,Average Delivery Time,Number of Escalations
Imss,Hospital & Health Care,"Jakarta Pusat, Jakarta Raya, Indonesia",Indonesia,14960.5205,General surgical services,2020,99.25581,42.00768,46.81987,67.65711
Coldwell Banker Real Estate,Real Estate,"Norcross, Georgia, United States",United States,4746.7163,Selling Real Estate,2020,125.08414,0.7642641,148.97946,78.37101
Kb Home,Real Estate,"Lisbon, Lisbon, Portugal",Portugal,970.1976,New Construction,2020,115.52433,54.990543,0.61690116,86.48062
Legal & General,Financial Services,"Miramar, Florida, United States",Germany,2534.857,Tax/Audit Consulting,2020,149.4539,36.97959,140.08438,79.53394
Ibm,Information Technology And Services,"Kraków, Lesser Poland Voivodeship, Poland",Poland,301945.94,Hardware support,2020,352.01523,53.54853,284.57663,51.15843
Ca Technologies,Computer Software,"Kingston Upon Hull, Kingston Upon Hull, United Kingdom",United Kingdom,6318.527,Personal Productivity Software,2020,0.7354643,55.386047,74.94098,0.9293408
Apollo Hospitals,Hospital & Health Care,"Billericay, Essex, United Kingdom",United Kingdom,4305.061,Transportation,2020,83.75638,49.30062,168.11252,84.27057
Remax Business,Real Estate,"Freiburg, Baden-Wuerttemberg, Germany",Germany,1589.2808,Architects,2020,1.7681835,55.800526,99.84447,86.71501
Utmb,Hospital & Health Care,"Scarborough, Ontario, Canada",Canada,6112.519,Laboratory services,2020,118.883095,61.573654,179.61365,0.75928456
Mckesson,Hospital & Health Care,"Selatan, East Java, Indonesia",Indonesia,17992.686,Transportation,2020,88.01485,54.997704,178.58606,90.80244
Erasmus Mc,Hospital & Health Care,"Brasil, Sao Paulo, Brazil",Brazil,8404.785,Mental health care,2020,118.33065,62.143143,157.37152,87.245605
Legal & General,Financial Services,"Box, Uusimaa, Finland",Finland,1941.5334,Stock Market,2020,133.9047,71.4132,142.88129,0.63136697
Fiserv,Information Technology And Services,"New York, Chiapas, Mexico",Mexico,18175.309,IT Consulting,2020,48.47274,77.64327,140.58612,76.84415
Kindred Healthcare,Hospital & Health Care,"Lochristi, Oost-Vlaanderen, Belgium",Belgium,6528.4434,General surgical services,2020,89.31666,45.526848,124.37413,78.2031
Jll India,Real Estate,"Monterrey, Nuevo Leon, Mexico",Mexico,1710.81,Rental and investment properties,2020,1.693005,82.998726,130.67172,94.48123
Morningstar,Financial Services,"Lublin, Lubelskie, Poland",Poland,2004.5332,Banking,2020,1.4836231,59.731956,57.35302,84.66289
Barclays Africa Group Limited,Financial Services,"Julfa, Ras Al Khaimah, United Arab Emirates",United Arab Emirates,2209.8733,Stock Market,2020,131.13048,52.390186,110.526764,0.9895717
Utmb,Hospital & Health Care,"Elstree, Hertfordshire, United Kingdom",United Kingdom,5068.693,Special surgical services,2020,93.03252,54.08984,144.05139,102.20035
